Region,Suburb,Year,Population
Inner South,Barton,2021,1950
Inner South,Fyshwick,2021,59
Inner South,Kingston,2021,6583
Tuggeranong,Banks,2021,5086
Tuggeranong,Bonython,2021,3821
Tuggeranong,Calwell,2021,5698
Tuggeranong,Chisholm,2021,5236
Tuggeranong,Conder,2021,5079
Tuggeranong,Fadden,2021,2975
Tuggeranong,Gilmore,2021,2685
Tuggeranong,Gordon,2021,7873
Tuggeranong,Gowrie,2021,3117
Tuggeranong,Greenway,2021,4102
Tuggeranong,Isabella Plains,2021,4309
Tuggeranong,Kambah,2021,15674
Tuggeranong,Macarthur,2021,1398
Tuggeranong,Monash,2021,5586
Tuggeranong,Oxley,2021,1690
Tuggeranong,Richardson,2021,3040
Tuggeranong,Theodore,2021,3774
Tuggeranong,Wanniassa,2021,7861
Weston Creek,Chapman,2021,2845
Weston Creek,Duffy,2021,3377
Weston Creek,Fisher,2021,3209
Weston Creek,Holder,2021,2799
Weston Creek,Rivett,2021,3329
Weston Creek,Stirling,2021,2174
Weston Creek,Waramanga,2021,2772
Weston Creek,Weston,2021,3982
Woden,Chifley,2021,2663
Woden,Curtin,2021,5538
Woden,Farrer,2021,3763
Woden,Garran,2021,3686
Woden,Hughes,2021,3195
Woden,Isaacs,2021,2353
Woden,Lyons,2021,3253
Woden,Mawson,2021,3426
Woden,O'Malley,2021,927
Woden,Pearce,2021,2672
Woden,Phillip,2021,5197
Woden,Torrens,2021,2406
Molonglo District,Coombs,2021,4841
Molonglo District,Molonglo,2021,0
Molonglo District,Wright,2021,3802
Inner South,Parkes & Capital Hill,2021,4
Belconnen,Aranda,2022,2578
Belconnen,Belconnen,2022,8893
Belconnen,Bruce,2022,7665
Belconnen,Charnwood,2022,3030
Belconnen,Cook,2022,2928
Belconnen,Dunlop,2022,7341
Belconnen,Evatt,2022,5496
Belconnen,Florey,2022,4734
Belconnen,Flynn,2022,3680
Belconnen,Fraser,2022,2125
Belconnen,Giralang,2022,3323
Belconnen,Hawker,2022,3014
Belconnen,Higgins,2022,3303
Belconnen,Holt,2022,5773
Belconnen,Kaleen,2022,7649
Belconnen,Latham,2022,3780
Belconnen,Lawson,2022,2844
Belconnen,Macgregor,2022,7017
Belconnen,Macquarie,2022,3084
Belconnen,McKellar,2022,2703
Belconnen,Melba,2022,3343
Belconnen,Page,2022,3013
Belconnen,Scullin,2022,3100
Belconnen,Spence,2022,2546
Belconnen,Weetangera,2022,2811
Inner North,Majura,2022,288
Gungahlin,Amaroo,2022,6099
Gungahlin,Bonner,2022,7417
Gungahlin,Casey,2022,6582
Gungahlin,Crace,2022,4801
Gungahlin,Forde,2022,4469
Gungahlin,Franklin,2022,7512
Gungahlin,Gungahlin,2022,8820
Gungahlin,Hall,2022,298
Gungahlin,Harrison,2022,8190
Gungahlin,Mitchell,2022,8
Gungahlin,Ngunnawal,2022,11067
Gungahlin,Nicholls,2022,6613
Gungahlin,Palmerston,2022,5509
Gungahlin,Kenny,2022,18
Inner North,Acton,2022,3067
Inner North,Ainslie,2022,5335
Inner North,Braddon,2022,6862
Inner North,Civic,2022,5071
Inner North,Dickson,2022,3528
Inner North,Downer,2022,4369
Inner North,Hackett,2022,3263
Inner North,Lyneham,2022,5727
Inner North,O'Connor,2022,5902
Inner North,Turner,2022,4605
Inner North,Watson,2022,6921
Inner North,Black Mountain,2022,0
Inner North,Campbell,2022,4924
Inner North,Duntroon,2022,2087
Inner North,Reid,2022,1793
Inner North,Russell,2022,0
Inner South,Deakin,2022,3170
Inner South,Forrest,2022,1899
Inner South,Griffith,2022,5390
Inner South,Narrabundah,2022,6605
Inner South,Red Hill,2022,3256
Inner South,Yarralumla,2022,3124
Inner South,Barton,2022,2029
Inner South,Fyshwick,2022,59
Inner South,Kingston,2022,7044
Tuggeranong,Banks,2022,5044
Tuggeranong,Bonython,2022,3800
Tuggeranong,Calwell,2022,5700
Tuggeranong,Chisholm,2022,5235
Tuggeranong,Conder,2022,5055
Tuggeranong,Fadden,2022,3008
Tuggeranong,Gilmore,2022,2703
Tuggeranong,Gordon,2022,7882
Tuggeranong,Gowrie,2022,3100
Tuggeranong,Greenway,2022,4500
Tuggeranong,Isabella Plains,2022,4318
Tuggeranong,Kambah,2022,15846
Tuggeranong,Macarthur,2022,1379
Tuggeranong,Monash,2022,5595
Tuggeranong,Oxley,2022,1695
Tuggeranong,Richardson,2022,3048
Tuggeranong,Theodore,2022,3769
Tuggeranong,Wanniassa,2022,7864
Weston Creek,Chapman,2022,2859
Weston Creek,Duffy,2022,3440
Weston Creek,Fisher,2022,3295
Weston Creek,Holder,2022,2839
Weston Creek,Rivett,2022,3342
Weston Creek,Stirling,2022,2150
Weston Creek,Waramanga,2022,2754
Weston Creek,Weston,2022,3960
Woden,Chifley,2022,2645
Woden,Curtin,2022,5540
Woden,Farrer,2022,3818
Woden,Garran,2022,3760
Woden,Hughes,2022,3191
Woden,Isaacs,2022,2362
Woden,Lyons,2022,3254
Woden,Mawson,2022,3431
Woden,O'Malley,2022,952
Woden,Pearce,2022,2702
Woden,Phillip,2022,5516
Woden,Torrens,2022,2416
Molonglo District,Coombs,2022,5093
Molonglo District,Molonglo,2022,0
Molonglo District,Wright,2022,4062
Inner South,Parkes & Capital Hill,2022,4
Belconnen,Aranda,2023,2601
Belconnen,Belconnen,2023,9325
Belconnen,Bruce,2023,7913
Belconnen,Charnwood,2023,3062
Belconnen,Cook,2023,2946
Belconnen,Dunlop,2023,7419
Belconnen,Evatt,2023,5525
Belconnen,Florey,2023,4747
Belconnen,Flynn,2023,3686
Belconnen,Fraser,2023,2124
Belconnen,Giralang,2023,3350
Belconnen,Hawker,2023,3003
Belconnen,Higgins,2023,3293
Belconnen,Holt,2023,5905
Belconnen,Kaleen,2023,7722
Belconnen,Latham,2023,3777
Belconnen,Lawson,2023,2886
Belconnen,Macgregor,2023,7026
Belconnen,Macquarie,2023,3166
Belconnen,McKellar,2023,2684
Belconnen,Melba,2023,3401
Belconnen,Page,2023,3049
Belconnen,Scullin,2023,3105
Belconnen,Spence,2023,2562
Belconnen,Weetangera,2023,2844
Inner North,Majura,2023,282
Gungahlin,Amaroo,2023,6098
Gungahlin,Bonner,2023,7427
Gungahlin,Casey,2023,6635
Gungahlin,Crace,2023,4827
Gungahlin,Forde,2023,4478
Gungahlin,Franklin,2023,7524
Gungahlin,Gungahlin,2023,8960
Gungahlin,Hall,2023,298
Gungahlin,Harrison,2023,8245
Gungahlin,Mitchell,2023,8
Gungahlin,Ngunnawal,2023,11111
Gungahlin,Nicholls,2023,6625
Gungahlin,Palmerston,2023,5525
Gungahlin,Kenny,2023,18
Inner North,Acton,2023,3307
Inner North,Ainslie,2023,5395
Inner North,Braddon,2023,7179
Inner North,Civic,2023,5301
Inner North,Dickson,2023,3792
Inner North,Downer,2023,4484
Inner North,Hackett,2023,3289
Inner North,Lyneham,2023,5823
Inner North,O'Connor,2023,5914
Inner North,Turner,2023,4767
Inner North,Watson,2023,7134
Inner North,Black Mountain,2023,0
Inner North,Campbell,2023,5107
Inner North,Duntroon,2023,2249
Inner North,Reid,2023,1897
Inner North,Russell,2023,0
Inner South,Deakin,2023,3213
Inner South,Forrest,2023,1910
Inner South,Griffith,2023,5466
Inner South,Narrabundah,2023,6814
Inner South,Red Hill,2023,3447
Inner South,Yarralumla,2023,3132
Inner South,Barton,2023,2083
Inner South,Fyshwick,2023,59
Inner South,Kingston,2023,7360
Tuggeranong,Banks,2023,5068
Tuggeranong,Bonython,2023,3820
Tuggeranong,Calwell,2023,5648
Tuggeranong,Chisholm,2023,5242
Tuggeranong,Conder,2023,5002
Tuggeranong,Fadden,2023,3002
Tuggeranong,Gilmore,2023,2685
Tuggeranong,Gordon,2023,7852
Tuggeranong,Gowrie,2023,3141
Tuggeranong,Greenway,2023,4993
Tuggeranong,Isabella Plains,2023,4311
Tuggeranong,Kambah,2023,15855
Tuggeranong,Macarthur,2023,1391
Tuggeranong,Monash,2023,5609
Tuggeranong,Oxley,2023,1706
Tuggeranong,Richardson,2023,3052
Tuggeranong,Theodore,2023,3786
Tuggeranong,Wanniassa,2023,7794
Weston Creek,Chapman,2023,2892
Weston Creek,Duffy,2023,3466
Weston Creek,Fisher,2023,3315
Weston Creek,Holder,2023,2874
Weston Creek,Rivett,2023,3376
Weston Creek,Stirling,2023,2163
Weston Creek,Waramanga,2023,2778
Weston Creek,Weston,2023,3996
Woden,Chifley,2023,2692
Woden,Curtin,2023,5547
Woden,Farrer,2023,3830
Woden,Garran,2023,3774
Woden,Hughes,2023,3199
Woden,Isaacs,2023,2367
Woden,Lyons,2023,3291
Woden,Mawson,2023,3451
Woden,O'Malley,2023,965
Woden,Pearce,2023,2712
Woden,Phillip,2023,5645
Woden,Torrens,2023,2451
Molonglo District,Coombs,2023,5528
Molonglo District,Molonglo,2023,0
Molonglo District,Wright,2023,4252
Inner South,Parkes & Capital Hill,2023,218
Belconnen,Aranda,2024,2602
Belconnen,Belconnen,2024,9480
Belconnen,Bruce,2024,8082
Belconnen,Charnwood,2024,3046
Belconnen,Cook,2024,2931
Belconnen,Dunlop,2024,7336
Belconnen,Evatt,2024,5508
Belconnen,Florey,2024,4749
Belconnen,Flynn,2024,3705
Belconnen,Fraser,2024,2096
Belconnen,Giralang,2024,3372
Belconnen,Hawker,2024,3010
Belconnen,Higgins,2024,3308
Belconnen,Holt,2024,6024
Belconnen,Kaleen,2024,7729
Belconnen,Latham,2024,3765
Belconnen,Lawson,2024,2908
Belconnen,Macgregor,2024,6990
Belconnen,Macquarie,2024,3177
Belconnen,McKellar,2024,2652
Belconnen,Melba,2024,3405
Belconnen,Page,2024,3011
Belconnen,Scullin,2024,3065
Belconnen,Spence,2024,2547
Belconnen,Weetangera,2024,2869
Inner North,Majura,2024,270
Gungahlin,Amaroo,2024,6000
Gungahlin,Bonner,2024,7407
Gungahlin,Casey,2024,6700
Gungahlin,Crace,2024,4834
Gungahlin,Forde,2024,4436
Gungahlin,Franklin,2024,7513
Gungahlin,Gungahlin,2024,9259
Gungahlin,Hall,2024,300
Gungahlin,Harrison,2024,8123
Gungahlin,Mitchell,2024,8
Gungahlin,Ngunnawal,2024,11144
Gungahlin,Nicholls,2024,6552
Gungahlin,Palmerston,2024,5529
Gungahlin,Kenny,2024,18
Inner North,Acton,2024,3420
Inner North,Ainslie,2024,5404
Inner North,Braddon,2024,7391
Inner North,Civic,2024,5364
Inner North,Dickson,2024,4054
Inner North,Downer,2024,4547
Inner North,Hackett,2024,3318
Inner North,Lyneham,2024,5957
Inner North,O'Connor,2024,5905
Inner North,Turner,2024,4806
Inner North,Watson,2024,7238
Inner North,Black Mountain,2024,0
Inner North,Campbell,2024,5317
Inner North,Duntroon,2024,2337
Inner North,Reid,2024,1981
Inner North,Russell,2024,0
Inner South,Deakin,2024,3204
Inner South,Forrest,2024,1914
Inner South,Griffith,2024,5757
Inner South,Narrabundah,2024,6954
Inner South,Red Hill,2024,3581
Inner South,Yarralumla,2024,3127
Inner South,Barton,2024,2055
Inner South,Fyshwick,2024,59
Inner South,Kingston,2024,7465
Tuggeranong,Banks,2024,5049
Tuggeranong,Bonython,2024,3743
Tuggeranong,Calwell,2024,5588
Tuggeranong,Chisholm,2024,5251
Tuggeranong,Conder,2024,4946
Tuggeranong,Fadden,2024,2995
Tuggeranong,Gilmore,2024,2684
Tuggeranong,Gordon,2024,7834
Tuggeranong,Gowrie,2024,3120
Tuggeranong,Greenway,2024,5453
Tuggeranong,Isabella Plains,2024,4320
Tuggeranong,Kambah,2024,15818
Tuggeranong,Macarthur,2024,1392
Tuggeranong,Monash,2024,5612
Tuggeranong,Oxley,2024,1694
Tuggeranong,Richardson,2024,3027
Tuggeranong,Theodore,2024,3759
Tuggeranong,Wanniassa,2024,7772
Weston Creek,Chapman,2024,2894
Weston Creek,Duffy,2024,3457
Weston Creek,Fisher,2024,3338
Weston Creek,Holder,2024,2886
Weston Creek,Rivett,2024,3409
Weston Creek,Stirling,2024,2169
Weston Creek,Waramanga,2024,2761
Weston Creek,Weston,2024,4003
Woden,Chifley,2024,2736
Woden,Curtin,2024,5548
Woden,Farrer,2024,3775
Woden,Garran,2024,3750
Woden,Hughes,2024,3170
Woden,Isaacs,2024,2370
Woden,Lyons,2024,3309
Woden,Mawson,2024,3511
Woden,O'Malley,2024,965
Woden,Pearce,2024,2726
Woden,Phillip,2024,6556
Woden,Torrens,2024,2441
Molonglo District,Coombs,2024,5914
Molonglo District,Molonglo,2024,0
Molonglo District,Wright,2024,4423
Inner South,Parkes & Capital Hill,2024,292
Belconnen,Aranda,2025,2643
Belconnen,Belconnen,2025,9592
Belconnen,Bruce,2025,8119
Belconnen,Charnwood,2025,3078
Belconnen,Cook,2025,2962
Belconnen,Dunlop,2025,7282
Belconnen,Evatt,2025,5549
Belconnen,Florey,2025,4768
Belconnen,Flynn,2025,3710
Belconnen,Fraser,2025,2139
Belconnen,Giralang,2025,3456
Belconnen,Hawker,2025,3007
Belconnen,Higgins,2025,3363
Belconnen,Holt,2025,6047
Belconnen,Kaleen,2025,7776
Belconnen,Latham,2025,3763
Belconnen,Lawson,2025,2913
Belconnen,Macgregor,2025,6975
Belconnen,Macquarie,2025,3231
Belconnen,McKellar,2025,2619
Belconnen,Melba,2025,3424
Belconnen,Page,2025,2991
Belconnen,Scullin,2025,3052
Belconnen,Spence,2025,2535
Belconnen,Weetangera,2025,2848
Inner North,Majura,2025,263
Gungahlin,Amaroo,2025,5985
Gungahlin,Bonner,2025,7448
Gungahlin,Casey,2025,6731
Gungahlin,Crace,2025,4821
Gungahlin,Forde,2025,4457
Gungahlin,Franklin,2025,7520
Gungahlin,Gungahlin,2025,9555
Gungahlin,Hall,2025,291
Gungahlin,Harrison,2025,8023
Gungahlin,Mitchell,2025,8
Gungahlin,Ngunnawal,2025,11188
Gungahlin,Nicholls,2025,6507
Gungahlin,Palmerston,2025,5537
Gungahlin,Kenny,2025,18
Inner North,Acton,2025,3616
Inner North,Ainslie,2025,5469
Inner North,Braddon,2025,7488
Inner North,Civic,2025,5361
Inner North,Dickson,2025,4179
Inner North,Downer,2025,4556
Inner North,Hackett,2025,3345
Inner North,Lyneham,2025,6013
Inner North,O'Connor,2025,5921
Inner North,Turner,2025,4888
Inner North,Watson,2025,7377
Inner North,Black Mountain,2025,0
Inner North,Campbell,2025,5365
Inner North,Duntroon,2025,2367
Inner North,Reid,2025,2013
Inner North,Russell,2025,0
Inner South,Deakin,2025,3247
Inner South,Forrest,2025,1944
Inner South,Griffith,2025,5826
Inner South,Narrabundah,2025,7014
Inner South,Red Hill,2025,3619
Inner South,Yarralumla,2025,3154
Inner South,Barton,2025,2144
Inner South,Fyshwick,2025,59
Inner South,Kingston,2025,7472
Tuggeranong,Banks,2025,5038
Tuggeranong,Bonython,2025,3740
Tuggeranong,Calwell,2025,5520
Tuggeranong,Chisholm,2025,5277
Tuggeranong,Conder,2025,4914
Tuggeranong,Fadden,2025,3014
Tuggeranong,Gilmore,2025,2722
Tuggeranong,Gordon,2025,7783
Tuggeranong,Gowrie,2025,3100
Tuggeranong,Greenway,2025,5565
Tuggeranong,Isabella Plains,2025,4324
Tuggeranong,Kambah,2025,15878
Tuggeranong,Macarthur,2025,1387
Tuggeranong,Monash,2025,5657
Tuggeranong,Oxley,2025,1713
Tuggeranong,Richardson,2025,3060
Tuggeranong,Theodore,2025,3726
Tuggeranong,Wanniassa,2025,7731
Weston Creek,Chapman,2025,2881
Weston Creek,Duffy,2025,3514
Weston Creek,Fisher,2025,3334
Weston Creek,Holder,2025,2895
Weston Creek,Rivett,2025,3431
Weston Creek,Stirling,2025,2167
Weston Creek,Waramanga,2025,2749
Weston Creek,Weston,2025,4027
Woden,Chifley,2025,2785
Woden,Curtin,2025,5585
Woden,Farrer,2025,3816
Woden,Garran,2025,3732
Woden,Hughes,2025,3149
Woden,Isaacs,2025,2402
Woden,Lyons,2025,3310
Woden,Mawson,2025,3526
Woden,O'Malley,2025,977
Woden,Pearce,2025,2713
Woden,Phillip,2025,7135
Woden,Torrens,2025,2470
Molonglo District,Coombs,2025,6159
Molonglo District,Molonglo,2025,0
Molonglo District,Wright,2025,4757
Inner South,Parkes & Capital Hill,2025,336
