Region,Suburb,Year,Total Description,Value
Belconnen,Dunlop,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Belconnen,Dunlop,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),144.0
Inner North,Duntroon,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Inner North,Duntroon,2016,Language - Census : Speaks English at home (%),100.0
Inner North,Duntroon,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",100.0
Inner North,Duntroon,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Inner North,Duntroon,2016,"Engagement in employment, education or training - Census : Not engaged (%)",0.0
Inner North,Duntroon,2016,Labour force status - Census : Employed (no.),18.0
Inner North,Duntroon,2016,Labour force status - Census : % of total labour force employed,100.0
Inner North,Duntroon,2016,Labour force status - Census : Unemployed (no.),0.0
Inner North,Duntroon,2016,Labour force status - Census : % of total labour force unemployed,0.0
Inner North,Duntroon,2016,Labour force status - Census : In the labour force (no.),18.0
Inner North,Duntroon,2016,Labour force status - Census : Labour force participation rate (%),100.0
Inner North,Duntroon,2016,Labour force status - Census : Not in the labour force (%),0.0
Inner North,Duntroon,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),18.0
Inner North,Duntroon,2016,Labour force status - Census : % of total Census responding population employed,100.0
Inner North,Duntroon,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),0.0
Inner North,Duntroon,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),0.0
Inner North,Duntroon,2016,Unpaid child care - Census : Cared for own child/children (no.),3.0
Inner North,Duntroon,2016,Unpaid child care - Census : Cared for own child/children (%),16.7
Inner North,Duntroon,2016,Unpaid child care - Census : Cared for other child/children (no.),0.0
Inner North,Duntroon,2016,Unpaid child care - Census : Cared for other child/children (%),0.0
Inner North,Duntroon,2016,Unpaid child care - Census : Total provided unpaid child care (no.),6.0
Inner North,Duntroon,2016,Unpaid child care - Census : Total provided unpaid child care (%),33.3
Inner North,Duntroon,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),13.0
Inner North,Duntroon,2016,Unpaid child care - Census : Did not provide unpaid child care (%),72.2
Inner North,Duntroon,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),3.0
Inner North,Duntroon,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),16.7
Inner North,Duntroon,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),0.0
Inner North,Duntroon,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),0.0
Inner North,Duntroon,2016,Tenure type - Census : Renter (no.),8.0
Inner North,Duntroon,2016,Tenure type - Census : Renter (%),100.0
Inner North,Duntroon,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),6.0
Inner North,Duntroon,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),100.0
Inner North,Duntroon,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),6.0
Inner North,Duntroon,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Inner North,Duntroon,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Inner North,Duntroon,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Inner North,Duntroon,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",10.0
Inner North,Duntroon,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",66.7
Inner North,Duntroon,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),15.0
Inner North,Duntroon,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),3.0
Inner North,Duntroon,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),100.0
Inner North,Duntroon,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),3.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),8.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),100.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Inner North,Duntroon,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),8.0
Belconnen,Evatt,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),3.5
Belconnen,Evatt,2016,Language - Census : Speaks English at home (%),100.0
Belconnen,Evatt,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",57.7
Belconnen,Evatt,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",18.3
Belconnen,Evatt,2016,"Engagement in employment, education or training - Census : Not engaged (%)",25.4
Belconnen,Evatt,2016,Labour force status - Census : Employed (no.),41.0
Belconnen,Evatt,2016,Labour force status - Census : % of total labour force employed,82.0
Belconnen,Evatt,2016,Labour force status - Census : Unemployed (no.),7.0
Belconnen,Evatt,2016,Labour force status - Census : % of total labour force unemployed,14.0
Belconnen,Evatt,2016,Labour force status - Census : In the labour force (no.),50.0
Belconnen,Evatt,2016,Labour force status - Census : Labour force participation rate (%),80.6
Belconnen,Evatt,2016,Labour force status - Census : Not in the labour force (%),24.2
Belconnen,Evatt,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),62.0
Belconnen,Evatt,2016,Labour force status - Census : % of total Census responding population employed,66.1
Belconnen,Evatt,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),7.0
Belconnen,Evatt,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),9.9
Belconnen,Evatt,2016,Unpaid child care - Census : Cared for own child/children (no.),17.0
Belconnen,Evatt,2016,Unpaid child care - Census : Cared for own child/children (%),23.9
Belconnen,Evatt,2016,Unpaid child care - Census : Cared for other child/children (no.),10.0
Belconnen,Evatt,2016,Unpaid child care - Census : Cared for other child/children (%),14.1
Belconnen,Evatt,2016,Unpaid child care - Census : Total provided unpaid child care (no.),23.0
Belconnen,Evatt,2016,Unpaid child care - Census : Total provided unpaid child care (%),32.4
Belconnen,Evatt,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),39.0
Belconnen,Evatt,2016,Unpaid child care - Census : Did not provide unpaid child care (%),54.9
Belconnen,Evatt,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),14.0
Belconnen,Evatt,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),19.7
Belconnen,Evatt,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),44.0
Belconnen,Evatt,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),48.4
Belconnen,Evatt,2016,Tenure type - Census : Renter (no.),35.0
Belconnen,Evatt,2016,Tenure type - Census : Renter (%),38.5
Belconnen,Evatt,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),10.0
Belconnen,Evatt,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),111.1
Belconnen,Evatt,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),9.0
Belconnen,Evatt,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),7.0
Belconnen,Evatt,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),70.0
Belconnen,Evatt,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),10.0
Belconnen,Evatt,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",14.0
Belconnen,Evatt,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",56.0
Belconnen,Evatt,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),25.0
Belconnen,Evatt,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),30.0
Belconnen,Evatt,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),71.4
Belconnen,Evatt,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),42.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),68.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),88.3
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),9.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),11.7
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Belconnen,Evatt,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),77.0
Tuggeranong,Fadden,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Tuggeranong,Fadden,2016,Language - Census : Speaks English at home (%),100.0
Tuggeranong,Fadden,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",80.0
Tuggeranong,Fadden,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Tuggeranong,Fadden,2016,"Engagement in employment, education or training - Census : Not engaged (%)",20.0
Tuggeranong,Fadden,2016,Labour force status - Census : Employed (no.),7.0
Tuggeranong,Fadden,2016,Labour force status - Census : % of total labour force employed,87.5
Tuggeranong,Fadden,2016,Labour force status - Census : Unemployed (no.),3.0
Tuggeranong,Fadden,2016,Labour force status - Census : % of total labour force unemployed,37.5
Tuggeranong,Fadden,2016,Labour force status - Census : In the labour force (no.),8.0
Tuggeranong,Fadden,2016,Labour force status - Census : Labour force participation rate (%),72.7
Tuggeranong,Fadden,2016,Labour force status - Census : Not in the labour force (%),27.3
Tuggeranong,Fadden,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),11.0
Tuggeranong,Fadden,2016,Labour force status - Census : % of total Census responding population employed,63.6
Tuggeranong,Fadden,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),3.0
Tuggeranong,Fadden,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),20.0
Tuggeranong,Fadden,2016,Unpaid child care - Census : Cared for own child/children (no.),3.0
Tuggeranong,Fadden,2016,Unpaid child care - Census : Cared for own child/children (%),20.0
Tuggeranong,Fadden,2016,Unpaid child care - Census : Cared for other child/children (no.),3.0
Tuggeranong,Fadden,2016,Unpaid child care - Census : Cared for other child/children (%),20.0
Tuggeranong,Fadden,2016,Unpaid child care - Census : Total provided unpaid child care (no.),4.0
Tuggeranong,Fadden,2016,Unpaid child care - Census : Total provided unpaid child care (%),26.7
Tuggeranong,Fadden,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),12.0
Tuggeranong,Fadden,2016,Unpaid child care - Census : Did not provide unpaid child care (%),80.0
Tuggeranong,Fadden,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),4.0
Tuggeranong,Fadden,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),26.7
Tuggeranong,Fadden,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),14.0
Tuggeranong,Fadden,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),66.7
Tuggeranong,Fadden,2016,Tenure type - Census : Renter (no.),4.0
Tuggeranong,Fadden,2016,Tenure type - Census : Renter (%),19.0
Tuggeranong,Fadden,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),3.0
Tuggeranong,Fadden,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",3.0
Tuggeranong,Fadden,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",100.0
Tuggeranong,Fadden,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),3.0
Tuggeranong,Fadden,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),8.0
Tuggeranong,Fadden,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),66.7
Tuggeranong,Fadden,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),12.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),21.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),100.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Tuggeranong,Fadden,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),21.0
Woden,Farrer,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Woden,Farrer,2016,Language - Census : Speaks English at home (%),100.0
Woden,Farrer,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",66.7
Woden,Farrer,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Woden,Farrer,2016,"Engagement in employment, education or training - Census : Not engaged (%)",60.0
Woden,Farrer,2016,Labour force status - Census : Employed (no.),10.0
Woden,Farrer,2016,Labour force status - Census : % of total labour force employed,83.3
Woden,Farrer,2016,Labour force status - Census : Unemployed (no.),3.0
Woden,Farrer,2016,Labour force status - Census : % of total labour force unemployed,25.0
Woden,Farrer,2016,Labour force status - Census : In the labour force (no.),12.0
Woden,Farrer,2016,Labour force status - Census : Labour force participation rate (%),60.0
Woden,Farrer,2016,Labour force status - Census : Not in the labour force (%),25.0
Woden,Farrer,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),20.0
Woden,Farrer,2016,Labour force status - Census : % of total Census responding population employed,50.0
Woden,Farrer,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),7.0
Woden,Farrer,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),36.8
Woden,Farrer,2016,Unpaid child care - Census : Cared for own child/children (no.),3.0
Woden,Farrer,2016,Unpaid child care - Census : Cared for own child/children (%),15.8
Woden,Farrer,2016,Unpaid child care - Census : Cared for other child/children (no.),0.0
Woden,Farrer,2016,Unpaid child care - Census : Cared for other child/children (%),0.0
Woden,Farrer,2016,Unpaid child care - Census : Total provided unpaid child care (no.),3.0
Woden,Farrer,2016,Unpaid child care - Census : Total provided unpaid child care (%),15.8
Woden,Farrer,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),16.0
Woden,Farrer,2016,Unpaid child care - Census : Did not provide unpaid child care (%),84.2
Woden,Farrer,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),7.0
Woden,Farrer,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),36.8
Woden,Farrer,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),12.0
Woden,Farrer,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),40.0
Woden,Farrer,2016,Tenure type - Census : Renter (no.),14.0
Woden,Farrer,2016,Tenure type - Census : Renter (%),46.7
Woden,Farrer,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Woden,Farrer,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Woden,Farrer,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Woden,Farrer,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Woden,Farrer,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Woden,Farrer,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),3.0
Woden,Farrer,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",5.0
Woden,Farrer,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",100.0
Woden,Farrer,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),5.0
Woden,Farrer,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),4.0
Woden,Farrer,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),36.4
Woden,Farrer,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),11.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),29.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),100.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Woden,Farrer,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),29.0
Weston Creek,Fisher,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Weston Creek,Fisher,2016,Language - Census : Speaks English at home (%),100.0
Weston Creek,Fisher,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",50.0
Weston Creek,Fisher,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Weston Creek,Fisher,2016,"Engagement in employment, education or training - Census : Not engaged (%)",16.7
Weston Creek,Fisher,2016,Labour force status - Census : Employed (no.),13.0
Weston Creek,Fisher,2016,Labour force status - Census : % of total labour force employed,100.0
Weston Creek,Fisher,2016,Labour force status - Census : Unemployed (no.),0.0
Weston Creek,Fisher,2016,Labour force status - Census : % of total labour force unemployed,0.0
Weston Creek,Fisher,2016,Labour force status - Census : In the labour force (no.),13.0
Weston Creek,Fisher,2016,Labour force status - Census : Labour force participation rate (%),86.7
Weston Creek,Fisher,2016,Labour force status - Census : Not in the labour force (%),20.0
Weston Creek,Fisher,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),15.0
Weston Creek,Fisher,2016,Labour force status - Census : % of total Census responding population employed,86.7
Weston Creek,Fisher,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),0.0
Weston Creek,Fisher,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),0.0
Weston Creek,Fisher,2016,Unpaid child care - Census : Cared for own child/children (no.),7.0
Weston Creek,Fisher,2016,Unpaid child care - Census : Cared for own child/children (%),36.8
Weston Creek,Fisher,2016,Unpaid child care - Census : Cared for other child/children (no.),0.0
Weston Creek,Fisher,2016,Unpaid child care - Census : Cared for other child/children (%),0.0
Weston Creek,Fisher,2016,Unpaid child care - Census : Total provided unpaid child care (no.),7.0
Weston Creek,Fisher,2016,Unpaid child care - Census : Total provided unpaid child care (%),36.8
Weston Creek,Fisher,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),13.0
Weston Creek,Fisher,2016,Unpaid child care - Census : Did not provide unpaid child care (%),68.4
Weston Creek,Fisher,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),4.0
Weston Creek,Fisher,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),21.1
Weston Creek,Fisher,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),10.0
Weston Creek,Fisher,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),32.3
Weston Creek,Fisher,2016,Tenure type - Census : Renter (no.),18.0
Weston Creek,Fisher,2016,Tenure type - Census : Renter (%),58.1
Weston Creek,Fisher,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),3.0
Weston Creek,Fisher,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),100.0
Weston Creek,Fisher,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),3.0
Weston Creek,Fisher,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Weston Creek,Fisher,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",3.0
Weston Creek,Fisher,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",60.0
Weston Creek,Fisher,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),5.0
Weston Creek,Fisher,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),10.0
Weston Creek,Fisher,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),83.3
Weston Creek,Fisher,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),12.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),29.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),100.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Weston Creek,Fisher,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),29.0
Belconnen,Florey,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Belconnen,Florey,2016,Language - Census : Speaks English at home (%),98.5
Belconnen,Florey,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",54.9
Belconnen,Florey,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",17.6
Belconnen,Florey,2016,"Engagement in employment, education or training - Census : Not engaged (%)",35.3
Belconnen,Florey,2016,Labour force status - Census : Employed (no.),29.0
Belconnen,Florey,2016,Labour force status - Census : % of total labour force employed,82.9
Belconnen,Florey,2016,Labour force status - Census : Unemployed (no.),3.0
Belconnen,Florey,2016,Labour force status - Census : % of total labour force unemployed,8.6
Belconnen,Florey,2016,Labour force status - Census : In the labour force (no.),35.0
Belconnen,Florey,2016,Labour force status - Census : Labour force participation rate (%),67.3
Belconnen,Florey,2016,Labour force status - Census : Not in the labour force (%),38.5
