Region,Suburb,Year,Total Description,Value
Tuggeranong,Wanniassa,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Tuggeranong,Wanniassa,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),144.0
Weston Creek,Waramanga,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Weston Creek,Waramanga,2011,Language - Census : Speaks English at home (%),100.0
Weston Creek,Waramanga,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",100.0
Weston Creek,Waramanga,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Weston Creek,Waramanga,2011,"Engagement in employment, education or training - Census : Not engaged (%)",33.3
Weston Creek,Waramanga,2011,Labour force status - Census : Employed (no.),10.0
Weston Creek,Waramanga,2011,Labour force status - Census : % of total labour force employed,100.0
Weston Creek,Waramanga,2011,Labour force status - Census : Unemployed (no.),0.0
Weston Creek,Waramanga,2011,Labour force status - Census : % of total labour force unemployed,0.0
Weston Creek,Waramanga,2011,Labour force status - Census : In the labour force (no.),10.0
Weston Creek,Waramanga,2011,Labour force status - Census : Labour force participation rate (%),71.4
Weston Creek,Waramanga,2011,Labour force status - Census : Not in the labour force (%),35.7
Weston Creek,Waramanga,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),14.0
Weston Creek,Waramanga,2011,Labour force status - Census : % of total Census responding population employed,71.4
Weston Creek,Waramanga,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),4.0
Weston Creek,Waramanga,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),28.6
Weston Creek,Waramanga,2011,Unpaid child care - Census : Cared for own child/children (no.),3.0
Weston Creek,Waramanga,2011,Unpaid child care - Census : Cared for own child/children (%),21.4
Weston Creek,Waramanga,2011,Unpaid child care - Census : Cared for other child/children (no.),0.0
Weston Creek,Waramanga,2011,Unpaid child care - Census : Cared for other child/children (%),0.0
Weston Creek,Waramanga,2011,Unpaid child care - Census : Total provided unpaid child care (no.),7.0
Weston Creek,Waramanga,2011,Unpaid child care - Census : Total provided unpaid child care (%),50.0
Weston Creek,Waramanga,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),10.0
Weston Creek,Waramanga,2011,Unpaid child care - Census : Did not provide unpaid child care (%),71.4
Weston Creek,Waramanga,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),3.0
Weston Creek,Waramanga,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),21.4
Weston Creek,Waramanga,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),11.0
Weston Creek,Waramanga,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),37.9
Weston Creek,Waramanga,2011,Tenure type - Census : Renter (no.),16.0
Weston Creek,Waramanga,2011,Tenure type - Census : Renter (%),55.2
Weston Creek,Waramanga,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Weston Creek,Waramanga,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",5.0
Weston Creek,Waramanga,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",100.0
Weston Creek,Waramanga,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),5.0
Weston Creek,Waramanga,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),10.0
Weston Creek,Waramanga,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),76.9
Weston Creek,Waramanga,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),13.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),24.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),96.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),4.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),16.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Weston Creek,Waramanga,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),25.0
Inner North,Watson,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Inner North,Watson,2011,Language - Census : Speaks English at home (%),94.9
Inner North,Watson,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",70.7
Inner North,Watson,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",7.3
Inner North,Watson,2011,"Engagement in employment, education or training - Census : Not engaged (%)",31.7
Inner North,Watson,2011,Labour force status - Census : Employed (no.),30.0
Inner North,Watson,2011,Labour force status - Census : % of total labour force employed,90.9
Inner North,Watson,2011,Labour force status - Census : Unemployed (no.),3.0
Inner North,Watson,2011,Labour force status - Census : % of total labour force unemployed,9.1
Inner North,Watson,2011,Labour force status - Census : In the labour force (no.),33.0
Inner North,Watson,2011,Labour force status - Census : Labour force participation rate (%),97.1
Inner North,Watson,2011,Labour force status - Census : Not in the labour force (%),17.6
Inner North,Watson,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),34.0
Inner North,Watson,2011,Labour force status - Census : % of total Census responding population employed,88.2
Inner North,Watson,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),3.0
Inner North,Watson,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),7.3
Inner North,Watson,2011,Unpaid child care - Census : Cared for own child/children (no.),4.0
Inner North,Watson,2011,Unpaid child care - Census : Cared for own child/children (%),9.8
Inner North,Watson,2011,Unpaid child care - Census : Cared for other child/children (no.),3.0
Inner North,Watson,2011,Unpaid child care - Census : Cared for other child/children (%),7.3
Inner North,Watson,2011,Unpaid child care - Census : Total provided unpaid child care (no.),8.0
Inner North,Watson,2011,Unpaid child care - Census : Total provided unpaid child care (%),19.5
Inner North,Watson,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),32.0
Inner North,Watson,2011,Unpaid child care - Census : Did not provide unpaid child care (%),78.0
Inner North,Watson,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),13.0
Inner North,Watson,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),31.7
Inner North,Watson,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),22.0
Inner North,Watson,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),48.9
Inner North,Watson,2011,Tenure type - Census : Renter (no.),24.0
Inner North,Watson,2011,Tenure type - Census : Renter (%),53.3
Inner North,Watson,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),5.0
Inner North,Watson,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),125.0
Inner North,Watson,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),4.0
Inner North,Watson,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),5.0
Inner North,Watson,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),50.0
Inner North,Watson,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),10.0
Inner North,Watson,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",7.0
Inner North,Watson,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",175.0
Inner North,Watson,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),4.0
Inner North,Watson,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),24.0
Inner North,Watson,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),85.7
Inner North,Watson,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),28.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),49.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),108.9
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Inner North,Watson,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),45.0
Belconnen,Weetangera,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Belconnen,Weetangera,2011,Language - Census : Speaks English at home (%),100.0
Belconnen,Weetangera,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",57.1
Belconnen,Weetangera,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",42.9
Belconnen,Weetangera,2011,"Engagement in employment, education or training - Census : Not engaged (%)",0.0
Belconnen,Weetangera,2011,Labour force status - Census : Employed (no.),4.0
Belconnen,Weetangera,2011,Labour force status - Census : % of total labour force employed,57.1
Belconnen,Weetangera,2011,Labour force status - Census : Unemployed (no.),0.0
Belconnen,Weetangera,2011,Labour force status - Census : % of total labour force unemployed,0.0
Belconnen,Weetangera,2011,Labour force status - Census : In the labour force (no.),7.0
Belconnen,Weetangera,2011,Labour force status - Census : Labour force participation rate (%),100.0
Belconnen,Weetangera,2011,Labour force status - Census : Not in the labour force (%),0.0
Belconnen,Weetangera,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),7.0
Belconnen,Weetangera,2011,Labour force status - Census : % of total Census responding population employed,57.1
Belconnen,Weetangera,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),3.0
Belconnen,Weetangera,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),42.9
Belconnen,Weetangera,2011,Unpaid child care - Census : Cared for own child/children (no.),0.0
Belconnen,Weetangera,2011,Unpaid child care - Census : Cared for own child/children (%),0.0
Belconnen,Weetangera,2011,Unpaid child care - Census : Cared for other child/children (no.),0.0
Belconnen,Weetangera,2011,Unpaid child care - Census : Cared for other child/children (%),0.0
Belconnen,Weetangera,2011,Unpaid child care - Census : Total provided unpaid child care (no.),3.0
Belconnen,Weetangera,2011,Unpaid child care - Census : Total provided unpaid child care (%),42.9
Belconnen,Weetangera,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),3.0
Belconnen,Weetangera,2011,Unpaid child care - Census : Did not provide unpaid child care (%),42.9
Belconnen,Weetangera,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),0.0
Belconnen,Weetangera,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),0.0
Belconnen,Weetangera,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),11.0
Belconnen,Weetangera,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),78.6
Belconnen,Weetangera,2011,Tenure type - Census : Renter (no.),3.0
Belconnen,Weetangera,2011,Tenure type - Census : Renter (%),21.4
Belconnen,Weetangera,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),3.0
Belconnen,Weetangera,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),100.0
Belconnen,Weetangera,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),3.0
Belconnen,Weetangera,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Belconnen,Weetangera,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",3.0
Belconnen,Weetangera,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",100.0
Belconnen,Weetangera,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),3.0
Belconnen,Weetangera,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),3.0
Belconnen,Weetangera,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),42.9
Belconnen,Weetangera,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),7.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),14.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),100.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Belconnen,Weetangera,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),14.0
Weston Creek,Weston,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Weston Creek,Weston,2011,Language - Census : Speaks English at home (%),96.4
Weston Creek,Weston,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",70.6
Weston Creek,Weston,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",17.6
Weston Creek,Weston,2011,"Engagement in employment, education or training - Census : Not engaged (%)",17.6
Weston Creek,Weston,2011,Labour force status - Census : Employed (no.),12.0
Weston Creek,Weston,2011,Labour force status - Census : % of total labour force employed,100.0
Weston Creek,Weston,2011,Labour force status - Census : Unemployed (no.),0.0
Weston Creek,Weston,2011,Labour force status - Census : % of total labour force unemployed,0.0
Weston Creek,Weston,2011,Labour force status - Census : In the labour force (no.),12.0
Weston Creek,Weston,2011,Labour force status - Census : Labour force participation rate (%),63.2
Weston Creek,Weston,2011,Labour force status - Census : Not in the labour force (%),31.6
Weston Creek,Weston,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),19.0
Weston Creek,Weston,2011,Labour force status - Census : % of total Census responding population employed,63.2
Weston Creek,Weston,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),6.0
Weston Creek,Weston,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),27.3
Weston Creek,Weston,2011,Unpaid child care - Census : Cared for own child/children (no.),8.0
Weston Creek,Weston,2011,Unpaid child care - Census : Cared for own child/children (%),36.4
Weston Creek,Weston,2011,Unpaid child care - Census : Cared for other child/children (no.),0.0
Weston Creek,Weston,2011,Unpaid child care - Census : Cared for other child/children (%),0.0
Weston Creek,Weston,2011,Unpaid child care - Census : Total provided unpaid child care (no.),7.0
Weston Creek,Weston,2011,Unpaid child care - Census : Total provided unpaid child care (%),31.8
Weston Creek,Weston,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),17.0
Weston Creek,Weston,2011,Unpaid child care - Census : Did not provide unpaid child care (%),77.3
Weston Creek,Weston,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),10.0
Weston Creek,Weston,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),45.5
Weston Creek,Weston,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),15.0
Weston Creek,Weston,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),65.2
Weston Creek,Weston,2011,Tenure type - Census : Renter (no.),12.0
Weston Creek,Weston,2011,Tenure type - Census : Renter (%),52.2
Weston Creek,Weston,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),5.0
Weston Creek,Weston,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),100.0
Weston Creek,Weston,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),5.0
Weston Creek,Weston,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Weston Creek,Weston,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Weston Creek,Weston,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Weston Creek,Weston,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",3.0
Weston Creek,Weston,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",60.0
Weston Creek,Weston,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),5.0
Weston Creek,Weston,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),10.0
Weston Creek,Weston,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),66.7
Weston Creek,Weston,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),15.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),21.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),100.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Weston Creek,Weston,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),21.0
Molonglo District,Wright,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Molonglo District,Wright,2011,Language - Census : Speaks English at home (%),0.0
Molonglo District,Wright,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",0.0
Molonglo District,Wright,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Molonglo District,Wright,2011,"Engagement in employment, education or training - Census : Not engaged (%)",0.0
Molonglo District,Wright,2011,Labour force status - Census : Employed (no.),0.0
Molonglo District,Wright,2011,Labour force status - Census : % of total labour force employed,0.0
Molonglo District,Wright,2011,Labour force status - Census : Unemployed (no.),0.0
Molonglo District,Wright,2011,Labour force status - Census : % of total labour force unemployed,0.0
Molonglo District,Wright,2011,Labour force status - Census : In the labour force (no.),0.0
Molonglo District,Wright,2011,Labour force status - Census : Labour force participation rate (%),0.0
Molonglo District,Wright,2011,Labour force status - Census : Not in the labour force (%),0.0
Molonglo District,Wright,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),0.0
Molonglo District,Wright,2011,Labour force status - Census : % of total Census responding population employed,0.0
Molonglo District,Wright,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),0.0
Molonglo District,Wright,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Cared for own child/children (no.),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Cared for own child/children (%),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Cared for other child/children (no.),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Cared for other child/children (%),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Total provided unpaid child care (no.),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Total provided unpaid child care (%),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),0.0
Molonglo District,Wright,2011,Unpaid child care - Census : Did not provide unpaid child care (%),0.0
Molonglo District,Wright,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),0.0
Molonglo District,Wright,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),0.0
Molonglo District,Wright,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),0.0
Molonglo District,Wright,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),0.0
Molonglo District,Wright,2011,Tenure type - Census : Renter (no.),0.0
Molonglo District,Wright,2011,Tenure type - Census : Renter (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Molonglo District,Wright,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",0.0
Molonglo District,Wright,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",0.0
Molonglo District,Wright,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Molonglo District,Wright,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),0.0
Inner South,Yarralumla,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Inner South,Yarralumla,2011,Language - Census : Speaks English at home (%),86.1
Inner South,Yarralumla,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",37.5
Inner South,Yarralumla,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",20.8
Inner South,Yarralumla,2011,"Engagement in employment, education or training - Census : Not engaged (%)",41.7
Inner South,Yarralumla,2011,Labour force status - Census : Employed (no.),9.0
Inner South,Yarralumla,2011,Labour force status - Census : % of total labour force employed,60.0
Inner South,Yarralumla,2011,Labour force status - Census : Unemployed (no.),7.0
Inner South,Yarralumla,2011,Labour force status - Census : % of total labour force unemployed,46.7
Inner South,Yarralumla,2011,Labour force status - Census : In the labour force (no.),15.0
Inner South,Yarralumla,2011,Labour force status - Census : Labour force participation rate (%),62.5
