Region,Crime,Year,Quarter,Number,Population,Rate,Covid
Inner North,Assault,2019,Q4,134,59464,2.253464280909458,
Inner North,Assault,2020,Q1,135,60845,2.218752568000657,
Inner North,Assault,2020,Q2,65,60845,1.068288273481798,
Inner North,Assault,2020,Q3,108,60845,1.775002054400526,
Inner North,Assault,2020,Q4,115,60845,1.890048483852412,
Inner North,Assault,2021,Q1,158,61455,2.5709869009844604,
Inner North,Assault,2021,Q2,139,61455,2.261817590106582,
Inner North,Assault,2021,Q3,112,61455,1.822471727280124,
Inner North,Assault,2021,Q4,109,61455,1.7736555202994062,
Inner North,Assault,2022,Q1,144,63742,2.259107025195319,
Inner North,Assault,2022,Q2,144,63742,2.259107025195319,
Inner North,Assault,2022,Q3,154,63742,2.415989457500549,
Inner North,Assault,2022,Q4,170,63742,2.6670013491889177,
Inner North,Assault,2023,Q1,137,65920,2.0782766990291264,
Inner North,Assault,2023,Q2,140,65920,2.1237864077669903,
Inner North,Assault,2023,Q3,143,65920,2.1692961165048543,
Inner North,Assault,2023,Q4,170,65920,2.578883495145631,
Inner North,Assault,2024,Q1,137,67309,2.035389026727481,
Inner North,Assault,2024,Q2,115,67309,1.7085382341143087,
Inner North,Assault,2024,Q3,130,67309,1.9313910472596527,
Inner North,Assault,2024,Q4,136,67309,2.020532172517791,
Inner North,Assault,2025,Q1,118,68221,1.7296726814324035,
Inner North,Assault,2025,Q2,127,68221,1.8615968689992817,
Inner North,Burglary,2014,Q1,105,52833,1.9873942422349669,
Inner North,Burglary,2014,Q2,143,52833,2.706641682281908,
Inner North,Burglary,2014,Q3,123,52833,2.328090398046676,
Inner North,Burglary,2014,Q4,126,52833,2.3848730906819604,
Inner North,Burglary,2015,Q1,101,53534,1.886651473829716,
Inner North,Burglary,2015,Q2,136,53534,2.5404415885231817,
Inner North,Burglary,2015,Q3,116,53534,2.1668472372697725,
Inner North,Burglary,2015,Q4,146,53534,2.7272387641498863,
Inner North,Burglary,2016,Q1,88,54528,1.613849765258216,
Inner North,Burglary,2016,Q2,111,54528,2.0356514084507045,
Inner North,Burglary,2016,Q3,107,54528,1.9622946009389672,
Inner North,Burglary,2016,Q4,105,54528,1.9256161971830987,
Inner North,Burglary,2017,Q1,155,56374,2.7494944477950827,
Inner North,Burglary,2017,Q2,114,56374,2.0222088196686414,
Inner North,Burglary,2017,Q3,95,56374,1.6851740163905349,
Inner North,Burglary,2017,Q4,126,56374,2.235072905949551,
Inner North,Burglary,2018,Q1,113,57892,1.951910453948732,
Inner North,Burglary,2018,Q2,127,57892,2.193740067712292,
Inner North,Burglary,2018,Q3,111,57892,1.917363366268224,
Inner North,Burglary,2018,Q4,139,57892,2.401022593795343,
Inner North,Burglary,2019,Q1,208,59464,3.497914704695278,
Inner North,Burglary,2019,Q2,148,59464,2.48890084757164,
Inner North,Burglary,2019,Q3,157,59464,2.6402529261401857,
Inner North,Burglary,2019,Q4,151,59464,2.539351540427822,
Inner North,Burglary,2020,Q1,136,60845,2.2351877722080697,
Inner North,Burglary,2020,Q2,82,60845,1.3476867450078067,
Inner North,Burglary,2020,Q3,100,60845,1.6435204207412275,
Inner North,Burglary,2020,Q4,129,60845,2.120141342756184,
Inner North,Burglary,2021,Q1,112,61455,1.822471727280124,
Inner North,Burglary,2021,Q2,114,61455,1.8550158652672688,
Inner North,Burglary,2021,Q3,165,61455,2.684891383939468,
Inner North,Burglary,2021,Q4,127,61455,2.066552762183712,
Inner North,Burglary,2022,Q1,117,63742,1.8355244579711965,
Inner North,Burglary,2022,Q2,141,63742,2.2120422955037498,
Inner North,Burglary,2022,Q3,101,63742,1.5845125662828277,
Inner North,Burglary,2022,Q4,123,63742,1.9296539173543348,
Inner North,Burglary,2023,Q1,133,65920,2.0175970873786406,
Inner North,Burglary,2023,Q2,100,65920,1.5169902912621358,
Inner North,Burglary,2023,Q3,123,65920,1.8658980582524272,
Inner North,Burglary,2023,Q4,88,65920,1.3349514563106797,
Inner North,Burglary,2024,Q1,137,67309,2.035389026727481,
Inner North,Burglary,2024,Q2,96,67309,1.4262580041302055,
Inner North,Burglary,2024,Q3,91,67309,1.3519737330817574,
Inner North,Burglary,2024,Q4,143,67309,2.124530151985619,
Inner North,Burglary,2025,Q1,165,68221,2.418610105392768,
Inner North,Burglary,2025,Q2,102,68221,1.4951407924246198,
Inner North,CINs,2014,Q1,64,52833,1.2113641095527417,
Inner North,CINs,2014,Q2,84,52833,1.5899153937879735,
Inner North,CINs,2014,Q3,79,52833,1.4952775727291656,
Inner North,CINs,2014,Q4,88,52833,1.6656256506350198,
Inner North,CINs,2015,Q1,39,53534,0.7285089849441476,
Inner North,CINs,2015,Q2,73,53534,1.3636193820749432,
Inner North,CINs,2015,Q3,61,53534,1.1394627713228975,
Inner North,CINs,2015,Q4,72,53534,1.3449396645122726,
Inner North,CINs,2016,Q1,132,54528,2.420774647887324,
Inner North,CINs,2016,Q2,63,54528,1.1553697183098592,
Inner North,CINs,2016,Q3,69,54528,1.2654049295774648,
Inner North,CINs,2016,Q4,36,54528,0.6602112676056339,
Inner North,CINs,2017,Q1,49,56374,0.869195018980381,
Inner North,CINs,2017,Q2,40,56374,0.7095469542696987,
Inner North,CINs,2017,Q3,59,56374,1.0465817575478056,
Inner North,CINs,2017,Q4,40,56374,0.7095469542696987,
Inner North,CINs,2018,Q1,30,57892,0.5182063152076279,
Inner North,CINs,2018,Q2,0,57892,0.0,
Inner North,CINs,2018,Q3,13,57892,0.2245560699233054,
Inner North,CINs,2018,Q4,10,57892,0.1727354384025426,
Inner North,CINs,2019,Q1,18,59464,0.3027041571370913,
Inner North,CINs,2019,Q2,18,59464,0.3027041571370913,
Inner North,CINs,2019,Q3,13,59464,0.2186196690434548,
Inner North,CINs,2019,Q4,14,59464,0.2354365666621821,
Inner North,CINs,2020,Q1,7,60845,0.1150464294518859,
Inner North,CINs,2020,Q2,2,60845,0.0328704084148245,
Inner North,CINs,2020,Q3,6,60845,0.0986112252444736,
Inner North,CINs,2020,Q4,5,60845,0.0821760210370613,
Inner North,CINs,2021,Q1,5,61455,0.0813603449678626,
Inner North,CINs,2021,Q2,4,61455,0.0650882759742901,
Inner North,CINs,2021,Q3,28,61455,0.4556179318200309,
Inner North,CINs,2021,Q4,1,61455,0.0162720689935725,
Inner North,CINs,2022,Q1,1,63742,0.015688243230523,
Inner North,CINs,2022,Q2,4,63742,0.0627529729220921,
Inner North,CINs,2022,Q3,9,63742,0.1411941890747074,
Inner North,CINs,2022,Q4,9,63742,0.1411941890747074,
Inner North,CINs,2023,Q1,2,65920,0.0303398058252427,
Inner North,CINs,2023,Q2,22,65920,0.3337378640776699,
Inner North,CINs,2023,Q3,8,65920,0.1213592233009708,
Inner North,CINs,2023,Q4,6,65920,0.0910194174757281,
Inner North,CINs,2024,Q1,8,67309,0.1188548336775171,
Inner North,CINs,2024,Q2,1,67309,0.0148568542096896,
Inner North,CINs,2024,Q3,0,67309,0.0,
Inner North,CINs,2024,Q4,4,67309,0.0594274168387585,
Inner North,CINs,2025,Q1,2,68221,0.0293164861259729,
Inner North,CINs,2025,Q2,3,68221,0.0439747291889594,
Inner North,Family Violence,2014,Q1,34,52833,0.6435371831998941,
Inner North,Family Violence,2014,Q2,35,52833,0.6624647474116556,
Inner North,Family Violence,2014,Q3,25,52833,0.4731891052940397,
Inner North,Family Violence,2014,Q4,37,52833,0.7003198758351787,
Inner North,Family Violence,2015,Q1,25,53534,0.4669929390667613,
Inner North,Family Violence,2015,Q2,17,53534,0.3175551985653977,
Inner North,Family Violence,2015,Q3,33,53534,0.6164306795681249,
Inner North,Family Violence,2015,Q4,38,53534,0.7098292673814772,
Inner North,Family Violence,2016,Q1,31,54528,0.5685152582159625,
Inner North,Family Violence,2016,Q2,38,54528,0.6968896713615024,
Inner North,Family Violence,2016,Q3,22,54528,0.403462441314554,
Inner North,Family Violence,2016,Q4,42,54528,0.7702464788732395,
Inner North,Family Violence,2017,Q1,38,56374,0.6740696065562138,
Inner North,Family Violence,2017,Q2,28,56374,0.4966828679887891,
Inner North,Family Violence,2017,Q3,40,56374,0.7095469542696987,
Inner North,Family Violence,2017,Q4,34,56374,0.603114911129244,
Inner North,Family Violence,2018,Q1,38,57892,0.6563946659296621,
Inner North,Family Violence,2018,Q2,22,57892,0.3800179644855938,
Inner North,Family Violence,2018,Q3,32,57892,0.5527534028881365,
Inner North,Family Violence,2018,Q4,43,57892,0.7427623851309334,
Inner North,Family Violence,2019,Q1,44,59464,0.739943495224001,
Inner North,Family Violence,2019,Q2,29,59464,0.4876900309430916,
Inner North,Family Violence,2019,Q3,40,59464,0.6726759047490919,
Inner North,Family Violence,2019,Q4,31,59464,0.5213238261805462,
Inner North,Family Violence,2020,Q1,42,60845,0.6902785767113157,
Inner North,Family Violence,2020,Q2,31,60845,0.5094913304297806,
Inner North,Family Violence,2020,Q3,22,60845,0.3615744925630701,
Inner North,Family Violence,2020,Q4,43,60845,0.7067137809187279,
Inner North,Family Violence,2021,Q1,18,61455,0.2928972418843056,
Inner North,Family Violence,2021,Q2,30,61455,0.4881620698071759,
Inner North,Family Violence,2021,Q3,38,61455,0.6183386217557563,
Inner North,Family Violence,2021,Q4,30,61455,0.4881620698071759,
Inner North,Family Violence,2022,Q1,55,63742,0.8628533776787676,
Inner North,Family Violence,2022,Q2,53,63742,0.8314768912177215,
Inner North,Family Violence,2022,Q3,33,63742,0.5177120266072606,
Inner North,Family Violence,2022,Q4,68,63742,1.066800539675567,
Inner North,Family Violence,2023,Q1,34,65920,0.5157766990291262,
Inner North,Family Violence,2023,Q2,40,65920,0.6067961165048543,
Inner North,Family Violence,2023,Q3,44,65920,0.6674757281553398,
Inner North,Family Violence,2023,Q4,34,65920,0.5157766990291262,
Inner North,Family Violence,2024,Q1,41,67309,0.6091310225972753,
Inner North,Family Violence,2024,Q2,46,67309,0.6834152936457235,
Inner North,Family Violence,2024,Q3,38,67309,0.5645604599682064,
Inner North,Family Violence,2024,Q4,53,67309,0.7874132731135509,
Inner North,Family Violence,2025,Q1,43,68221,0.6303044517084182,
Inner North,Family Violence,2025,Q2,46,68221,0.6742791808973776,
Inner North,Homicide,2014,Q1,0,52833,0.0,
Inner North,Homicide,2014,Q2,0,52833,0.0,
Inner North,Homicide,2014,Q3,0,52833,0.0,
Inner North,Homicide,2014,Q4,0,52833,0.0,
Inner North,Homicide,2015,Q1,0,53534,0.0,
Inner North,Homicide,2015,Q2,0,53534,0.0,
Inner North,Homicide,2015,Q3,0,53534,0.0,
Inner North,Homicide,2015,Q4,0,53534,0.0,
Inner North,Homicide,2016,Q1,0,54528,0.0,
Inner North,Homicide,2016,Q2,0,54528,0.0,
Inner North,Homicide,2016,Q3,0,54528,0.0,
Inner North,Homicide,2016,Q4,1,54528,0.0183392018779342,
Inner North,Homicide,2017,Q1,0,56374,0.0,
Inner North,Homicide,2017,Q2,0,56374,0.0,
Inner North,Homicide,2017,Q3,4,56374,0.0709546954269698,
Inner North,Homicide,2017,Q4,0,56374,0.0,
Inner North,Homicide,2018,Q1,0,57892,0.0,
Inner North,Homicide,2018,Q2,0,57892,0.0,
Inner North,Homicide,2018,Q3,0,57892,0.0,
Inner North,Homicide,2018,Q4,0,57892,0.0,
Inner North,Homicide,2019,Q1,0,59464,0.0,
Inner North,Homicide,2019,Q2,0,59464,0.0,
Inner North,Homicide,2019,Q3,0,59464,0.0,
Inner North,Homicide,2019,Q4,0,59464,0.0,
Inner North,Homicide,2020,Q1,0,60845,0.0,
Inner North,Homicide,2020,Q2,0,60845,0.0,
Inner North,Homicide,2020,Q3,2,60845,0.0328704084148245,
Inner North,Homicide,2020,Q4,0,60845,0.0,
Inner North,Homicide,2021,Q1,0,61455,0.0,
Inner North,Homicide,2021,Q2,0,61455,0.0,
Inner North,Homicide,2021,Q3,0,61455,0.0,
Inner North,Homicide,2021,Q4,1,61455,0.0162720689935725,
Inner North,Homicide,2022,Q1,0,63742,0.0,
Inner North,Homicide,2022,Q2,0,63742,0.0,
Inner North,Homicide,2022,Q3,1,63742,0.015688243230523,
Inner North,Homicide,2022,Q4,0,63742,0.0,
Inner North,Homicide,2023,Q1,0,65920,0.0,
Inner North,Homicide,2023,Q2,0,65920,0.0,
Inner North,Homicide,2023,Q3,2,65920,0.0303398058252427,
Inner North,Homicide,2023,Q4,0,65920,0.0,
Inner North,Homicide,2024,Q1,1,67309,0.0148568542096896,
Inner North,Homicide,2024,Q2,0,67309,0.0,
Inner North,Homicide,2024,Q3,0,67309,0.0,
Inner North,Homicide,2024,Q4,0,67309,0.0,
Inner North,Homicide,2025,Q1,2,68221,0.0293164861259729,
Inner North,Homicide,2025,Q2,0,68221,0.0,
Inner North,Other,2014,Q1,917,52833,17.356576382185377,
Inner North,Other,2014,Q2,537,52833,10.164101981715971,
Inner North,Other,2014,Q3,659,52833,12.473264815550888,
Inner North,Other,2014,Q4,625,52833,11.829727632350991,
Inner North,Other,2015,Q1,687,53534,12.8329659655546,
Inner North,Other,2015,Q2,600,53534,11.207830537602272,
Inner North,Other,2015,Q3,535,53534,9.993648896028692,
Inner North,Other,2015,Q4,537,53534,10.031008331154034,
Inner North,Other,2016,Q1,640,54528,11.737089201877934,
Inner North,Other,2016,Q2,592,54528,10.85680751173709,
Inner North,Other,2016,Q3,641,54528,11.755428403755868,
Inner North,Other,2016,Q4,646,54528,11.84712441314554,
Inner North,Other,2017,Q1,681,56374,12.08003689644162,
Inner North,Other,2017,Q2,677,56374,12.009082201014651,
Inner North,Other,2017,Q3,767,56374,13.605562848121474,
Inner North,Other,2017,Q4,730,56374,12.949231915422002,
Inner North,Other,2018,Q1,614,57892,10.60595591791612,
Inner North,Other,2018,Q2,703,57892,12.143301319698748,
Inner North,Other,2018,Q3,634,57892,10.951426794721204,
Inner North,Other,2018,Q4,710,57892,12.264216126580529,
Inner North,Other,2019,Q1,676,59464,11.368222790259653,
Inner North,Other,2019,Q2,659,59464,11.08233553074129,
Inner North,Other,2019,Q3,630,59464,10.594645499798196,
Inner North,Other,2019,Q4,684,59464,11.502757971209473,
Inner North,Other,2020,Q1,678,60845,11.143068452625524,
Inner North,Other,2020,Q2,594,60845,9.762511299202894,
Inner North,Other,2020,Q3,638,60845,10.485660284329033,
Inner North,Other,2020,Q4,689,60845,11.323855698907058,
Inner North,Other,2021,Q1,610,61455,9.925962086079243,
Inner North,Other,2021,Q2,557,61455,9.0635424294199,
Inner North,Other,2021,Q3,534,61455,8.689284842567734,
Inner North,Other,2021,Q4,466,61455,7.582784151004801,
Inner North,Other,2022,Q1,497,63742,7.797056885569954,
Inner North,Other,2022,Q2,529,63742,8.299080668946692,
Inner North,Other,2022,Q3,528,63742,8.283392425716169,
Inner North,Other,2022,Q4,520,63742,8.157886479871983,
Inner North,Other,2023,Q1,613,65920,9.299150485436892,
Inner North,Other,2023,Q2,598,65920,9.071601941747572,
Inner North,Other,2023,Q3,524,65920,7.949029126213592,
Inner North,Other,2023,Q4,566,65920,8.58616504854369,
Inner North,Other,2024,Q1,521,67309,7.740421043248303,
Inner North,Other,2024,Q2,384,67309,5.705032016520822,
Inner North,Other,2024,Q3,478,67309,7.101576312231648,
Inner North,Other,2024,Q4,503,67309,7.472997667473889,
Inner North,Other,2025,Q1,529,68221,7.754210580319842,
Inner North,Other,2025,Q2,471,68221,6.904032482666628,
Inner North,Property Damage,2014,Q1,168,52833,3.179830787575947,
Inner North,Property Damage,2014,Q2,203,52833,3.842295534987602,
Inner North,Property Damage,2014,Q3,231,52833,4.372267332916927,
Inner North,Property Damage,2014,Q4,195,52833,3.6908750212935098,
Inner North,Property Damage,2015,Q1,233,53534,4.352374192102215,
Inner North,Property Damage,2015,Q2,268,53534,5.006164306795681,
Inner North,Property Damage,2015,Q3,209,53534,3.904060970598125,
Inner North,Property Damage,2015,Q4,338,53534,6.313744536182613,
Inner North,Property Damage,2016,Q1,181,54528,3.3193955399061035,
Inner North,Property Damage,2016,Q2,222,54528,4.071302816901409,
Inner North,Property Damage,2016,Q3,197,54528,3.612822769953052,
Inner North,Property Damage,2016,Q4,209,54528,3.832893192488263,
Inner North,Property Damage,2017,Q1,302,56374,5.357079504736226,
Inner North,Property Damage,2017,Q2,258,56374,4.576577855039557,
Inner North,Property Damage,2017,Q3,206,56374,3.6541668144889488,
Inner North,Property Damage,2017,Q4,189,56374,3.352609358924327,
Inner North,Property Damage,2018,Q1,215,57892,3.7138119256546673,
Inner North,Property Damage,2018,Q2,195,57892,3.3683410488495817,
Inner North,Property Damage,2018,Q3,229,57892,3.955641539418227,
Inner North,Property Damage,2018,Q4,226,57892,3.903820907897464,
Inner North,Property Damage,2019,Q1,259,59464,4.3555764832503705,
Inner North,Property Damage,2019,Q2,256,59464,4.305125790394188,
Inner North,Property Damage,2019,Q3,199,59464,3.3465626261267323,
Inner North,Property Damage,2019,Q4,204,59464,3.4306471142203687,
Inner North,Property Damage,2020,Q1,199,60845,3.270605637275043,
Inner North,Property Damage,2020,Q2,139,60845,2.2844933848303066,
Inner North,Property Damage,2020,Q3,202,60845,3.31991124989728,
Inner North,Property Damage,2020,Q4,234,60845,3.845837784534473,
Inner North,Property Damage,2021,Q1,162,61455,2.6360751769587503,
Inner North,Property Damage,2021,Q2,229,61455,3.72630379952811,
Inner North,Property Damage,2021,Q3,209,61455,3.40086241965666,
Inner North,Property Damage,2021,Q4,174,61455,2.831340004881621,
Inner North,Property Damage,2022,Q1,172,63742,2.698377835649964,
Inner North,Property Damage,2022,Q2,203,63742,3.1847133757961785,
Inner North,Property Damage,2022,Q3,194,63742,3.043519186721471,
Inner North,Property Damage,2022,Q4,173,63742,2.714066078880487,
Inner North,Property Damage,2023,Q1,188,65920,2.851941747572816,
Inner North,Property Damage,2023,Q2,196,65920,2.9733009708737863,
Inner North,Property Damage,2023,Q3,143,65920,2.1692961165048543,
Inner North,Property Damage,2023,Q4,192,65920,2.912621359223301,
Inner North,Property Damage,2024,Q1,176,67309,2.614806340905377,
Inner North,Property Damage,2024,Q2,154,67309,2.2879555482922047,
Inner North,Property Damage,2024,Q3,184,67309,2.733661174582894,
Inner North,Property Damage,2024,Q4,226,67309,3.357649051389859,
Inner North,Property Damage,2025,Q1,229,68221,3.3567376614239017,
Inner North,Property Damage,2025,Q2,141,68221,2.0668122718810924,
Inner North,Robbery,2014,Q1,14,52833,0.2649858989646622,
Inner North,Robbery,2014,Q2,9,52833,0.1703480779058543,
Inner North,Robbery,2014,Q3,9,52833,0.1703480779058543,
Inner North,Robbery,2014,Q4,12,52833,0.227130770541139,
Inner North,Robbery,2015,Q1,12,53534,0.2241566107520454,
Inner North,Robbery,2015,Q2,17,53534,0.3175551985653977,
Inner North,Robbery,2015,Q3,10,53534,0.1867971756267045,
Inner North,Robbery,2015,Q4,17,53534,0.3175551985653977,
Inner North,Robbery,2016,Q1,9,54528,0.1650528169014084,
Inner North,Robbery,2016,Q2,16,54528,0.2934272300469484,
Inner North,Robbery,2016,Q3,17,54528,0.3117664319248826,
Inner North,Robbery,2016,Q4,26,54528,0.476819248826291,
Inner North,Robbery,2017,Q1,9,56374,0.1596480647106822,
Inner North,Robbery,2017,Q2,9,56374,0.1596480647106822,
Inner North,Robbery,2017,Q3,9,56374,0.1596480647106822,
Inner North,Robbery,2017,Q4,10,56374,0.1773867385674246,
Inner North,Robbery,2018,Q1,13,57892,0.2245560699233054,
Inner North,Robbery,2018,Q2,11,57892,0.1900089822427969,
Inner North,Robbery,2018,Q3,13,57892,0.2245560699233054,
Inner North,Robbery,2018,Q4,12,57892,0.2072825260830512,
Inner North,Robbery,2019,Q1,20,59464,0.3363379523745459,
Inner North,Robbery,2019,Q2,10,59464,0.1681689761872729,
Inner North,Robbery,2019,Q3,22,59464,0.3699717476120005,
Inner North,Robbery,2019,Q4,14,59464,0.2354365666621821,
Inner North,Robbery,2020,Q1,24,60845,0.3944449009778946,
Inner North,Robbery,2020,Q2,7,60845,0.1150464294518859,
Inner North,Robbery,2020,Q3,10,60845,0.1643520420741227,
Inner North,Robbery,2020,Q4,16,60845,0.2629632673185964,
Inner North,Robbery,2021,Q1,6,61455,0.0976324139614352,
Inner North,Robbery,2021,Q2,5,61455,0.0813603449678626,
Inner North,Robbery,2021,Q3,19,61455,0.3091693108778781,
Inner North,Robbery,2021,Q4,10,61455,0.1627206899357253,
Inner North,Robbery,2022,Q1,12,63742,0.1882589187662765,
Inner North,Robbery,2022,Q2,11,63742,0.1725706755357535,
Inner North,Robbery,2022,Q3,24,63742,0.3765178375325531,
Inner North,Robbery,2022,Q4,12,63742,0.1882589187662765,
Inner North,Robbery,2023,Q1,19,65920,0.2882281553398058,
Inner North,Robbery,2023,Q2,11,65920,0.1668689320388349,
Inner North,Robbery,2023,Q3,13,65920,0.1972087378640776,
Inner North,Robbery,2023,Q4,12,65920,0.1820388349514563,
Inner North,Robbery,2024,Q1,10,67309,0.1485685420968964,
Inner North,Robbery,2024,Q2,16,67309,0.2377096673550342,
Inner North,Robbery,2024,Q3,10,67309,0.1485685420968964,
Inner North,Robbery,2024,Q4,17,67309,0.2525665215647238,
Inner North,Robbery,2025,Q1,9,68221,0.1319241875668782,
Inner North,Robbery,2025,Q2,10,68221,0.1465824306298647,
Inner North,Sexual Assault,2014,Q1,20,52833,0.3785512842352317,
Inner North,Sexual Assault,2014,Q2,17,52833,0.321768591599947,
Inner North,Sexual Assault,2014,Q3,16,52833,0.3028410273881854,
Inner North,Sexual Assault,2014,Q4,17,52833,0.321768591599947,
Inner North,Sexual Assault,2015,Q1,19,53534,0.3549146336907386,
Inner North,Sexual Assault,2015,Q2,15,53534,0.2801957634400568,
Inner North,Sexual Assault,2015,Q3,16,53534,0.2988754810027272,
Inner North,Sexual Assault,2015,Q4,12,53534,0.2241566107520454,
Inner North,Sexual Assault,2016,Q1,34,54528,0.6235328638497653,
Inner North,Sexual Assault,2016,Q2,24,54528,0.4401408450704225,
Inner North,Sexual Assault,2016,Q3,22,54528,0.403462441314554,
Inner North,Sexual Assault,2016,Q4,22,54528,0.403462441314554,
Inner North,Sexual Assault,2017,Q1,39,56374,0.6918082804129563,
Inner North,Sexual Assault,2017,Q2,41,56374,0.7272856281264413,
Inner North,Sexual Assault,2017,Q3,44,56374,0.7805016496966687,
Inner North,Sexual Assault,2017,Q4,22,56374,0.3902508248483343,
Inner North,Sexual Assault,2018,Q1,25,57892,0.4318385960063566,
Inner North,Sexual Assault,2018,Q2,28,57892,0.4836592275271194,
Inner North,Sexual Assault,2018,Q3,29,57892,0.5009327713673737,
Inner North,Sexual Assault,2018,Q4,23,57892,0.3972915083258481,
Inner North,Sexual Assault,2019,Q1,65,59464,1.0930983452172744,
Inner North,Sexual Assault,2019,Q2,16,59464,0.2690703618996367,
Inner North,Sexual Assault,2019,Q3,26,59464,0.4372393380869097,
Inner North,Sexual Assault,2019,Q4,27,59464,0.454056235705637,
Inner North,Sexual Assault,2020,Q1,28,60845,0.4601857178075437,
Inner North,Sexual Assault,2020,Q2,23,60845,0.3780096967704824,
Inner North,Sexual Assault,2020,Q3,21,60845,0.3451392883556578,
Inner North,Sexual Assault,2020,Q4,20,60845,0.3287040841482455,
Inner North,Sexual Assault,2021,Q1,33,61455,0.5369782767878936,
Inner North,Sexual Assault,2021,Q2,28,61455,0.4556179318200309,
Inner North,Sexual Assault,2021,Q3,34,61455,0.5532503457814661,
Inner North,Sexual Assault,2021,Q4,43,61455,0.699698966723619,
Inner North,Sexual Assault,2022,Q1,20,63742,0.3137648646104609,
Inner North,Sexual Assault,2022,Q2,34,63742,0.5334002698377835,
Inner North,Sexual Assault,2022,Q3,39,63742,0.6118414859903988,
Inner North,Sexual Assault,2022,Q4,56,63742,0.8785416209092907,
Inner North,Sexual Assault,2023,Q1,40,65920,0.6067961165048543,
Inner North,Sexual Assault,2023,Q2,36,65920,0.5461165048543689,
Inner North,Sexual Assault,2023,Q3,34,65920,0.5157766990291262,
Inner North,Sexual Assault,2023,Q4,39,65920,0.591626213592233,
Inner North,Sexual Assault,2024,Q1,37,67309,0.5497036057585167,
Inner North,Sexual Assault,2024,Q2,32,67309,0.4754193347100685,
Inner North,Sexual Assault,2024,Q3,39,67309,0.579417314177896,
Inner North,Sexual Assault,2024,Q4,42,67309,0.6239878768069649,
Inner North,Sexual Assault,2025,Q1,59,68221,0.8648363407162017,
Inner North,Sexual Assault,2025,Q2,24,68221,0.3517978335116752,
Inner North,TINs,2014,Q1,882,52833,16.694111634773723,
Inner North,TINs,2014,Q2,902,52833,17.072662919008952,
Inner North,TINs,2014,Q3,1000,52833,18.927564211761588,
Inner North,TINs,2014,Q4,746,52833,14.119962901974146,
Inner North,TINs,2015,Q1,607,53534,11.338588560540964,
Inner North,TINs,2015,Q2,675,53534,12.608809354802556,
Inner North,TINs,2015,Q3,819,53534,15.2986886838271,
Inner North,TINs,2015,Q4,551,53534,10.29252437703142,
Inner North,TINs,2016,Q1,669,54528,12.268926056338028,
Inner North,TINs,2016,Q2,595,54528,10.911825117370892,
Inner North,TINs,2016,Q3,827,54528,15.166519953051644,
Inner North,TINs,2016,Q4,729,54528,13.369278169014084,
Inner North,TINs,2017,Q1,799,56374,14.173200411537232,
Inner North,TINs,2017,Q2,807,56374,14.315109802391172,
Inner North,TINs,2017,Q3,744,56374,13.197573349416396,
Inner North,TINs,2017,Q4,720,56374,12.771845176854578,
Inner North,TINs,2018,Q1,889,57892,15.356180473986042,
Inner North,TINs,2018,Q2,530,57892,9.15497823533476,
Inner North,TINs,2018,Q3,751,57892,12.972431424030953,
Inner North,TINs,2018,Q4,602,57892,10.398673391833068,
Inner North,TINs,2019,Q1,612,59464,10.291941342661106,
Inner North,TINs,2019,Q2,522,59464,8.77842055697565,
Inner North,TINs,2019,Q3,355,59464,5.96999865464819,
Inner North,TINs,2019,Q4,673,59464,11.317772097403472,
Inner North,TINs,2020,Q1,690,60845,11.340290903114472,
Inner North,TINs,2020,Q2,517,60845,8.497000575232148,
Inner North,TINs,2020,Q3,379,60845,6.228942394609253,
Inner North,TINs,2020,Q4,421,60845,6.919220971320569,
Inner North,TINs,2021,Q1,274,61455,4.458546904238874,
Inner North,TINs,2021,Q2,470,61455,7.647872426979091,
Inner North,TINs,2021,Q3,291,61455,4.735172077129607,
Inner North,TINs,2021,Q4,291,61455,4.735172077129607,
Inner North,TINs,2022,Q1,268,63742,4.2044491857801765,
Inner North,TINs,2022,Q2,257,63742,4.031878510244423,
Inner North,TINs,2022,Q3,270,63742,4.235825672241223,
Inner North,TINs,2022,Q4,309,63742,4.847667158231621,
Inner North,TINs,2023,Q1,324,65920,4.91504854368932,
Inner North,TINs,2023,Q2,484,65920,7.342233009708738,
Inner North,TINs,2023,Q3,356,65920,5.400485436893204,
Inner North,TINs,2023,Q4,277,65920,4.202063106796117,
Inner North,TINs,2024,Q1,403,67309,5.987312246504925,
Inner North,TINs,2024,Q2,303,67309,4.501626825535961,
Inner North,TINs,2024,Q3,334,67309,4.96218930603634,
Inner North,TINs,2024,Q4,345,67309,5.125614702342926,
Inner North,TINs,2025,Q1,494,68221,7.241172073115316,
Inner North,TINs,2025,Q2,400,68221,5.863297225194588,
Inner North,Theft,2014,Q1,726,52833,13.741411617738914,
Inner North,Theft,2014,Q2,546,52833,10.334450059621828,
Inner North,Theft,2014,Q3,520,52833,9.842333390116028,
Inner North,Theft,2014,Q4,514,52833,9.728768004845456,
Inner North,Theft,2015,Q1,540,53534,10.087047483842044,
Inner North,Theft,2015,Q2,606,53534,11.319908842978297,
Inner North,Theft,2015,Q3,554,53534,10.348563529719431,
Inner North,Theft,2015,Q4,624,53534,11.656143759106362,
Inner North,Theft,2016,Q1,501,54528,9.18794014084507,
Inner North,Theft,2016,Q2,599,54528,10.98518192488263,
Inner North,Theft,2016,Q3,441,54528,8.087588028169014,
