Region,Crime,Year,Quarter,Number,Population,Rate,Date,COVID
Belconnen,All Crime,2014,Q1,2543,97058,26.20082837066496,2014-01-01,Pre
Belconnen,All Crime,2014,Q2,2408,97058,24.80990747800284,2014-04-01,Pre
Belconnen,All Crime,2014,Q3,2527,97058,26.03597848709019,2014-07-01,Pre
Belconnen,All Crime,2014,Q4,2412,97058,24.851119948896535,2014-10-01,Pre
Belconnen,All Crime,2015,Q1,2353,96906,24.28126225414319,2015-01-01,Pre
Belconnen,All Crime,2015,Q2,2333,96906,24.07487668462221,2015-04-01,Pre
Belconnen,All Crime,2015,Q3,2467,96906,25.45766000041277,2015-07-01,Pre
Belconnen,All Crime,2015,Q4,2463,96906,25.416382886508575,2015-10-01,Pre
Belconnen,All Crime,2016,Q1,2177,97106,22.41880007414578,2016-01-01,Pre
Belconnen,All Crime,2016,Q2,2570,97106,26.465923835808294,2016-04-01,Pre
Belconnen,All Crime,2016,Q3,2770,97106,28.525528803575476,2016-07-01,Pre
Belconnen,All Crime,2016,Q4,2657,97106,27.361851996787017,2016-10-01,Pre
Belconnen,All Crime,2017,Q1,2849,98630,28.885734563520227,2017-01-01,Pre
Belconnen,All Crime,2017,Q2,2895,98630,29.35212410017236,2017-04-01,Pre
Belconnen,All Crime,2017,Q3,2834,98630,28.73365101895975,2017-07-01,Pre
Belconnen,All Crime,2017,Q4,2728,98630,27.658927304065703,2017-10-01,Pre
Belconnen,All Crime,2018,Q1,2712,99762,27.18469958501233,2018-01-01,Pre
Belconnen,All Crime,2018,Q2,2491,99762,24.96942723682364,2018-04-01,Pre
Belconnen,All Crime,2018,Q3,2923,99762,29.299733365409676,2018-07-01,Pre
Belconnen,All Crime,2018,Q4,2936,99762,29.43004350353842,2018-10-01,Pre
Belconnen,All Crime,2019,Q1,2918,100966,28.90081809718123,2019-01-01,Pre
Belconnen,All Crime,2019,Q2,2893,100966,28.65320999148228,2019-04-01,Pre
Belconnen,All Crime,2019,Q3,2597,100966,25.721530020006735,2019-07-01,Pre
Belconnen,All Crime,2019,Q4,2710,100966,26.840718657765983,2019-10-01,Pre
Belconnen,All Crime,2020,Q1,2905,101562,28.6032177389181,2020-01-01,Pre
Belconnen,All Crime,2020,Q2,2905,101562,28.6032177389181,2020-04-01,During
Belconnen,All Crime,2020,Q3,2628,101562,25.87581969634312,2020-07-01,During
Belconnen,All Crime,2020,Q4,2780,101562,27.372442448947442,2020-10-01,During
Belconnen,All Crime,2021,Q1,2218,102131,21.717206333042856,2021-01-01,During
Belconnen,All Crime,2021,Q2,2578,102131,25.242091039938902,2021-04-01,During
Belconnen,All Crime,2021,Q3,1751,102131,17.144647560486042,2021-07-01,During
Belconnen,All Crime,2021,Q4,1935,102131,18.946255299566243,2021-10-01,Post
Belconnen,All Crime,2022,Q1,1620,102929,15.739004556538973,2022-01-01,Post
Belconnen,All Crime,2022,Q2,2532,102929,24.599481195775727,2022-04-01,Post
Belconnen,All Crime,2022,Q3,1846,102929,17.934692846525273,2022-07-01,Post
Belconnen,All Crime,2022,Q4,1923,102929,18.682781334706448,2022-10-01,Post
Belconnen,All Crime,2023,Q1,1741,104235,16.702643066148607,2023-01-01,Post
Belconnen,All Crime,2023,Q2,2059,104235,19.753441742217106,2023-04-01,Post
Belconnen,All Crime,2023,Q3,1828,104235,17.537295534129612,2023-07-01,Post
Belconnen,All Crime,2023,Q4,1673,104235,16.05027102220943,2023-10-01,Post
Belconnen,All Crime,2024,Q1,1495,104459,14.31183526551087,2024-01-01,Post
Belconnen,All Crime,2024,Q2,1438,104459,13.766166629969653,2024-04-01,Post
Belconnen,All Crime,2024,Q3,1511,104459,14.465005408820685,2024-07-01,Post
Belconnen,All Crime,2024,Q4,1638,104459,15.680793421342344,2024-10-01,Post
Belconnen,All Crime,2025,Q1,1778,104929,16.944791239790714,2025-01-01,Post
Belconnen,All Crime,2025,Q2,1727,104929,16.458748296467135,2025-04-01,Post
Belconnen,Assault,2014,Q1,63,97058,0.6490964165756558,2014-01-01,Pre
Belconnen,Assault,2014,Q2,59,97058,0.6078839456819634,2014-04-01,Pre
Belconnen,Assault,2014,Q3,55,97058,0.5666714747882708,2014-07-01,Pre
Belconnen,Assault,2014,Q4,37,97058,0.38121535576665494,2014-10-01,Pre
Belconnen,Assault,2015,Q1,68,96906,0.7017109363713289,2015-01-01,Pre
Belconnen,Assault,2015,Q2,38,96906,0.39213258208986024,2015-04-01,Pre
Belconnen,Assault,2015,Q3,43,96906,0.443728974470105,2015-07-01,Pre
Belconnen,Assault,2015,Q4,56,96906,0.5778795946587414,2015-10-01,Pre
Belconnen,Assault,2016,Q1,52,97106,0.5354972916194675,2016-01-01,Pre
Belconnen,Assault,2016,Q2,57,97106,0.586987415813647,2016-04-01,Pre
Belconnen,Assault,2016,Q3,64,97106,0.6590735896854983,2016-07-01,Pre
Belconnen,Assault,2016,Q4,70,97106,0.7208617387185138,2016-10-01,Pre
Belconnen,Assault,2017,Q1,78,98630,0.7908344317144885,2017-01-01,Pre
Belconnen,Assault,2017,Q2,61,98630,0.6184730812126128,2017-04-01,Pre
Belconnen,Assault,2017,Q3,78,98630,0.7908344317144885,2017-07-01,Pre
Belconnen,Assault,2017,Q4,81,98630,0.8212511406265842,2017-10-01,Pre
Belconnen,Assault,2018,Q1,73,99762,0.7317415448768068,2018-01-01,Pre
Belconnen,Assault,2018,Q2,70,99762,0.7016699745394038,2018-04-01,Pre
Belconnen,Assault,2018,Q3,84,99762,0.8420039694472845,2018-07-01,Pre
Belconnen,Assault,2018,Q4,103,99762,1.032457248250837,2018-10-01,Pre
Belconnen,Assault,2019,Q1,88,100966,0.8715805320602976,2019-01-01,Pre
Belconnen,Assault,2019,Q2,62,100966,0.6140681021333915,2019-04-01,Pre
Belconnen,Assault,2019,Q3,88,100966,0.8715805320602976,2019-07-01,Pre
Belconnen,Assault,2019,Q4,63,100966,0.6239724263613494,2019-10-01,Pre
Belconnen,Assault,2020,Q1,79,101562,0.777849983261456,2020-01-01,Pre
Belconnen,Assault,2020,Q2,98,101562,0.9649278273369961,2020-04-01,During
Belconnen,Assault,2020,Q3,76,101562,0.7483113763021603,2020-07-01,During
Belconnen,Assault,2020,Q4,90,101562,0.886158208778874,2020-10-01,During
Belconnen,Assault,2021,Q1,84,102131,0.8224730982757439,2021-01-01,During
Belconnen,Assault,2021,Q2,96,102131,0.9399692551722787,2021-04-01,During
Belconnen,Assault,2021,Q3,63,102131,0.6168548237068079,2021-07-01,During
Belconnen,Assault,2021,Q4,81,102131,0.7930990590516102,2021-10-01,Post
Belconnen,Assault,2022,Q1,76,102929,0.7383730532697296,2022-01-01,Post
Belconnen,Assault,2022,Q2,74,102929,0.718942183446842,2022-04-01,Post
Belconnen,Assault,2022,Q3,122,102929,1.185283059196145,2022-07-01,Post
Belconnen,Assault,2022,Q4,100,102929,0.9715434911443811,2022-10-01,Post
Belconnen,Assault,2023,Q1,95,104235,0.9114021202091428,2023-01-01,Post
Belconnen,Assault,2023,Q2,87,104235,0.8346524679810045,2023-04-01,Post
Belconnen,Assault,2023,Q3,95,104235,0.9114021202091428,2023-07-01,Post
Belconnen,Assault,2023,Q4,87,104235,0.8346524679810045,2023-10-01,Post
Belconnen,Assault,2024,Q1,87,104459,0.8328626542471208,2024-01-01,Post
Belconnen,Assault,2024,Q2,87,104459,0.8328626542471208,2024-04-01,Post
Belconnen,Assault,2024,Q3,105,104459,1.0051790654706632,2024-07-01,Post
Belconnen,Assault,2024,Q4,88,104459,0.8424357882039843,2024-10-01,Post
Belconnen,Assault,2025,Q1,79,104929,0.7528900494620172,2025-01-01,Post
Belconnen,Assault,2025,Q2,82,104929,0.7814808108339925,2025-04-01,Post
Belconnen,Burglary,2014,Q1,121,97058,1.246677244534196,2014-01-01,Pre
Belconnen,Burglary,2014,Q2,102,97058,1.050918007789157,2014-04-01,Pre
Belconnen,Burglary,2014,Q3,124,97058,1.2775865977044654,2014-07-01,Pre
Belconnen,Burglary,2014,Q4,174,97058,1.7927424838756207,2014-10-01,Pre
Belconnen,Burglary,2015,Q1,113,96906,1.1660784677935319,2015-01-01,Pre
Belconnen,Burglary,2015,Q2,136,96906,1.4034218727426577,2015-04-01,Pre
Belconnen,Burglary,2015,Q3,120,96906,1.2383134171258745,2015-07-01,Pre
Belconnen,Burglary,2015,Q4,142,96906,1.4653375435989515,2015-10-01,Pre
Belconnen,Burglary,2016,Q1,99,97106,1.0195044590447553,2016-01-01,Pre
Belconnen,Burglary,2016,Q2,95,97106,0.9783123596894117,2016-04-01,Pre
Belconnen,Burglary,2016,Q3,101,97106,1.040100508722427,2016-07-01,Pre
Belconnen,Burglary,2016,Q4,82,97106,0.8444380367845448,2016-10-01,Pre
Belconnen,Burglary,2017,Q1,178,98630,1.8047247287843455,2017-01-01,Pre
Belconnen,Burglary,2017,Q2,135,98630,1.368751901044307,2017-04-01,Pre
Belconnen,Burglary,2017,Q3,125,98630,1.2673628713373213,2017-07-01,Pre
Belconnen,Burglary,2017,Q4,135,98630,1.368751901044307,2017-10-01,Pre
Belconnen,Burglary,2018,Q1,129,99762,1.29307752450833,2018-01-01,Pre
Belconnen,Burglary,2018,Q2,108,99762,1.0825765321465086,2018-04-01,Pre
Belconnen,Burglary,2018,Q3,148,99762,1.4835308033118824,2018-07-01,Pre
Belconnen,Burglary,2018,Q4,137,99762,1.3732683787414046,2018-10-01,Pre
Belconnen,Burglary,2019,Q1,181,100966,1.7926826852603848,2019-01-01,Pre
Belconnen,Burglary,2019,Q2,161,100966,1.5945962007012262,2019-04-01,Pre
Belconnen,Burglary,2019,Q3,125,100966,1.2380405284947409,2019-07-01,Pre
Belconnen,Burglary,2019,Q4,129,100966,1.2776578254065727,2019-10-01,Pre
Belconnen,Burglary,2020,Q1,112,101562,1.1027746598137098,2020-01-01,Pre
Belconnen,Burglary,2020,Q2,83,101562,0.8172347925405171,2020-04-01,During
Belconnen,Burglary,2020,Q3,102,101562,1.0043126366160573,2020-07-01,During
Belconnen,Burglary,2020,Q4,100,101562,0.9846202319765267,2020-10-01,During
Belconnen,Burglary,2021,Q1,111,102131,1.0868394512929473,2021-01-01,During
Belconnen,Burglary,2021,Q2,115,102131,1.1260048369251257,2021-04-01,During
Belconnen,Burglary,2021,Q3,86,102131,0.842055791091833,2021-07-01,During
Belconnen,Burglary,2021,Q4,95,102131,0.9301779087642341,2021-10-01,Post
Belconnen,Burglary,2022,Q1,105,102929,1.0201206657016002,2022-01-01,Post
Belconnen,Burglary,2022,Q2,116,102929,1.126990449727482,2022-04-01,Post
Belconnen,Burglary,2022,Q3,86,102929,0.8355274023841677,2022-07-01,Post
Belconnen,Burglary,2022,Q4,107,102929,1.0395515355244878,2022-10-01,Post
Belconnen,Burglary,2023,Q1,127,104235,1.2184007291216963,2023-01-01,Post
Belconnen,Burglary,2023,Q2,105,104235,1.0073391854943157,2023-04-01,Post
Belconnen,Burglary,2023,Q3,102,104235,0.9785580659087638,2023-07-01,Post
Belconnen,Burglary,2023,Q4,86,104235,0.8250587614524871,2023-10-01,Post
Belconnen,Burglary,2024,Q1,90,104459,0.8615820561177112,2024-01-01,Post
Belconnen,Burglary,2024,Q2,64,104459,0.6126805732392613,2024-04-01,Post
Belconnen,Burglary,2024,Q3,60,104459,0.5743880374118074,2024-07-01,Post
Belconnen,Burglary,2024,Q4,84,104459,0.8041432523765305,2024-10-01,Post
Belconnen,Burglary,2025,Q1,99,104929,0.9434951252751861,2025-01-01,Post
Belconnen,Burglary,2025,Q2,96,104929,0.9149043639032107,2025-04-01,Post
Belconnen,CINs,2014,Q1,7,97058,0.07212182406396175,2014-01-01,Pre
Belconnen,CINs,2014,Q2,5,97058,0.05151558861711553,2014-04-01,Pre
Belconnen,CINs,2014,Q3,3,97058,0.03090935317026932,2014-07-01,Pre
Belconnen,CINs,2014,Q4,4,97058,0.04121247089369243,2014-10-01,Pre
Belconnen,CINs,2015,Q1,5,96906,0.05159639238024477,2015-01-01,Pre
Belconnen,CINs,2015,Q2,6,96906,0.06191567085629372,2015-04-01,Pre
Belconnen,CINs,2015,Q3,2,96906,0.020638556952097906,2015-07-01,Pre
Belconnen,CINs,2015,Q4,3,96906,0.03095783542814686,2015-10-01,Pre
Belconnen,CINs,2016,Q1,7,97106,0.07208617387185139,2016-01-01,Pre
Belconnen,CINs,2016,Q2,4,97106,0.041192099355343646,2016-04-01,Pre
Belconnen,CINs,2016,Q3,4,97106,0.041192099355343646,2016-07-01,Pre
Belconnen,CINs,2016,Q4,6,97106,0.06178814903301547,2016-10-01,Pre
Belconnen,CINs,2017,Q1,2,98630,0.02027780594139714,2017-01-01,Pre
Belconnen,CINs,2017,Q2,0,98630,0.0,2017-04-01,Pre
Belconnen,CINs,2017,Q3,0,98630,0.0,2017-07-01,Pre
Belconnen,CINs,2017,Q4,1,98630,0.01013890297069857,2017-10-01,Pre
Belconnen,CINs,2018,Q1,1,99762,0.01002385677913434,2018-01-01,Pre
Belconnen,CINs,2018,Q2,1,99762,0.01002385677913434,2018-04-01,Pre
Belconnen,CINs,2018,Q3,2,99762,0.02004771355826868,2018-07-01,Pre
Belconnen,CINs,2018,Q4,0,99762,0.0,2018-10-01,Pre
Belconnen,CINs,2019,Q1,0,100966,0.0,2019-01-01,Pre
Belconnen,CINs,2019,Q2,0,100966,0.0,2019-04-01,Pre
Belconnen,CINs,2019,Q3,0,100966,0.0,2019-07-01,Pre
Belconnen,CINs,2019,Q4,2,100966,0.019808648455915855,2019-10-01,Pre
Belconnen,CINs,2020,Q1,0,101562,0.0,2020-01-01,Pre
Belconnen,CINs,2020,Q2,0,101562,0.0,2020-04-01,During
Belconnen,CINs,2020,Q3,0,101562,0.0,2020-07-01,During
Belconnen,CINs,2020,Q4,0,101562,0.0,2020-10-01,During
Belconnen,CINs,2021,Q1,0,102131,0.0,2021-01-01,During
Belconnen,CINs,2021,Q2,0,102131,0.0,2021-04-01,During
Belconnen,CINs,2021,Q3,17,102131,0.1664528889367577,2021-07-01,During
Belconnen,CINs,2021,Q4,4,102131,0.03916538563217828,2021-10-01,Post
Belconnen,CINs,2022,Q1,1,102929,0.009715434911443811,2022-01-01,Post
Belconnen,CINs,2022,Q2,0,102929,0.0,2022-04-01,Post
Belconnen,CINs,2022,Q3,0,102929,0.0,2022-07-01,Post
Belconnen,CINs,2022,Q4,2,102929,0.019430869822887623,2022-10-01,Post
Belconnen,CINs,2023,Q1,0,104235,0.0,2023-01-01,Post
Belconnen,CINs,2023,Q2,0,104235,0.0,2023-04-01,Post
Belconnen,CINs,2023,Q3,0,104235,0.0,2023-07-01,Post
Belconnen,CINs,2023,Q4,0,104235,0.0,2023-10-01,Post
Belconnen,CINs,2024,Q1,0,104459,0.0,2024-01-01,Post
Belconnen,CINs,2024,Q2,0,104459,0.0,2024-04-01,Post
Belconnen,CINs,2024,Q3,0,104459,0.0,2024-07-01,Post
Belconnen,CINs,2024,Q4,0,104459,0.0,2024-10-01,Post
Belconnen,CINs,2025,Q1,1,104929,0.009530253790658446,2025-01-01,Post
Belconnen,CINs,2025,Q2,1,104929,0.009530253790658446,2025-04-01,Post
Belconnen,Family Violence,2014,Q1,40,97058,0.41212470893692427,2014-01-01,Pre
Belconnen,Family Violence,2014,Q2,32,97058,0.3296997671495394,2014-04-01,Pre
Belconnen,Family Violence,2014,Q3,49,97058,0.5048527684477323,2014-07-01,Pre
Belconnen,Family Violence,2014,Q4,54,97058,0.5563683570648478,2014-10-01,Pre
Belconnen,Family Violence,2015,Q1,56,96906,0.5778795946587414,2015-01-01,Pre
Belconnen,Family Violence,2015,Q2,48,96906,0.4953253668503498,2015-04-01,Pre
Belconnen,Family Violence,2015,Q3,42,96906,0.43340969599405604,2015-07-01,Pre
Belconnen,Family Violence,2015,Q4,55,96906,0.5675603161826924,2015-10-01,Pre
Belconnen,Family Violence,2016,Q1,96,97106,0.9886103845282476,2016-01-01,Pre
Belconnen,Family Violence,2016,Q2,92,97106,0.9474182851729039,2016-04-01,Pre
Belconnen,Family Violence,2016,Q3,59,97106,0.6075834654913188,2016-07-01,Pre
Belconnen,Family Violence,2016,Q4,89,97106,0.9165242106563961,2016-10-01,Pre
Belconnen,Family Violence,2017,Q1,99,98630,1.0037513940991585,2017-01-01,Pre
Belconnen,Family Violence,2017,Q2,58,98630,0.5880563723005171,2017-04-01,Pre
Belconnen,Family Violence,2017,Q3,80,98630,0.8111122376558857,2017-07-01,Pre
Belconnen,Family Violence,2017,Q4,76,98630,0.7705566257730914,2017-10-01,Pre
Belconnen,Family Violence,2018,Q1,68,99762,0.6816222609811351,2018-01-01,Pre
Belconnen,Family Violence,2018,Q2,74,99762,0.7417654016559412,2018-04-01,Pre
Belconnen,Family Violence,2018,Q3,56,99762,0.561335979631523,2018-07-01,Pre
Belconnen,Family Violence,2018,Q4,68,99762,0.6816222609811351,2018-10-01,Pre
Belconnen,Family Violence,2019,Q1,80,100966,0.7923459382366341,2019-01-01,Pre
Belconnen,Family Violence,2019,Q2,54,100966,0.5348335083097281,2019-04-01,Pre
Belconnen,Family Violence,2019,Q3,78,100966,0.7725372897807183,2019-07-01,Pre
Belconnen,Family Violence,2019,Q4,84,100966,0.8319632351484658,2019-10-01,Pre
Belconnen,Family Violence,2020,Q1,73,101562,0.7187727693428645,2020-01-01,Pre
Belconnen,Family Violence,2020,Q2,46,101562,0.4529253067092023,2020-04-01,During
Belconnen,Family Violence,2020,Q3,60,101562,0.590772139185916,2020-07-01,During
Belconnen,Family Violence,2020,Q4,41,101562,0.4036942951103759,2020-10-01,During
Belconnen,Family Violence,2021,Q1,72,102131,0.7049769413792091,2021-01-01,During
Belconnen,Family Violence,2021,Q2,101,102131,0.9889259872125016,2021-04-01,During
Belconnen,Family Violence,2021,Q3,59,102131,0.5776894380746297,2021-07-01,During
Belconnen,Family Violence,2021,Q4,74,102131,0.7245596341952982,2021-10-01,Post
Belconnen,Family Violence,2022,Q1,65,102929,0.6315032692438477,2022-01-01,Post
Belconnen,Family Violence,2022,Q2,73,102929,0.7092267485353981,2022-04-01,Post
Belconnen,Family Violence,2022,Q3,62,102929,0.6023569645095163,2022-07-01,Post
Belconnen,Family Violence,2022,Q4,78,102929,0.7578039230926172,2022-10-01,Post
Belconnen,Family Violence,2023,Q1,69,104235,0.6619657504676932,2023-01-01,Post
Belconnen,Family Violence,2023,Q2,106,104235,1.016932892022833,2023-04-01,Post
Belconnen,Family Violence,2023,Q3,95,104235,0.9114021202091428,2023-07-01,Post
Belconnen,Family Violence,2023,Q4,99,104235,0.949776946323212,2023-10-01,Post
Belconnen,Family Violence,2024,Q1,79,104459,0.7562775825922132,2024-01-01,Post
Belconnen,Family Violence,2024,Q2,67,104459,0.6413999751098517,2024-04-01,Post
Belconnen,Family Violence,2024,Q3,81,104459,0.7754238505059401,2024-07-01,Post
Belconnen,Family Violence,2024,Q4,84,104459,0.8041432523765305,2024-10-01,Post
Belconnen,Family Violence,2025,Q1,73,104929,0.6957085267180665,2025-01-01,Post
Belconnen,Family Violence,2025,Q2,63,104929,0.600405988811482,2025-04-01,Post
Belconnen,Homicide,2014,Q1,1,97058,0.010303117723423107,2014-01-01,Pre
Belconnen,Homicide,2014,Q2,0,97058,0.0,2014-04-01,Pre
Belconnen,Homicide,2014,Q3,0,97058,0.0,2014-07-01,Pre
Belconnen,Homicide,2014,Q4,1,97058,0.010303117723423107,2014-10-01,Pre
Belconnen,Homicide,2015,Q1,0,96906,0.0,2015-01-01,Pre
Belconnen,Homicide,2015,Q2,2,96906,0.020638556952097906,2015-04-01,Pre
Belconnen,Homicide,2015,Q3,1,96906,0.010319278476048953,2015-07-01,Pre
Belconnen,Homicide,2015,Q4,1,96906,0.010319278476048953,2015-10-01,Pre
Belconnen,Homicide,2016,Q1,0,97106,0.0,2016-01-01,Pre
Belconnen,Homicide,2016,Q2,0,97106,0.0,2016-04-01,Pre
Belconnen,Homicide,2016,Q3,0,97106,0.0,2016-07-01,Pre
Belconnen,Homicide,2016,Q4,0,97106,0.0,2016-10-01,Pre
Belconnen,Homicide,2017,Q1,0,98630,0.0,2017-01-01,Pre
Belconnen,Homicide,2017,Q2,0,98630,0.0,2017-04-01,Pre
Belconnen,Homicide,2017,Q3,0,98630,0.0,2017-07-01,Pre
Belconnen,Homicide,2017,Q4,0,98630,0.0,2017-10-01,Pre
Belconnen,Homicide,2018,Q1,0,99762,0.0,2018-01-01,Pre
Belconnen,Homicide,2018,Q2,1,99762,0.01002385677913434,2018-04-01,Pre
Belconnen,Homicide,2018,Q3,0,99762,0.0,2018-07-01,Pre
Belconnen,Homicide,2018,Q4,0,99762,0.0,2018-10-01,Pre
Belconnen,Homicide,2019,Q1,0,100966,0.0,2019-01-01,Pre
Belconnen,Homicide,2019,Q2,0,100966,0.0,2019-04-01,Pre
Belconnen,Homicide,2019,Q3,0,100966,0.0,2019-07-01,Pre
Belconnen,Homicide,2019,Q4,0,100966,0.0,2019-10-01,Pre
Belconnen,Homicide,2020,Q1,1,101562,0.009846202319765266,2020-01-01,Pre
Belconnen,Homicide,2020,Q2,1,101562,0.009846202319765266,2020-04-01,During
Belconnen,Homicide,2020,Q3,0,101562,0.0,2020-07-01,During
Belconnen,Homicide,2020,Q4,0,101562,0.0,2020-10-01,During
Belconnen,Homicide,2021,Q1,4,102131,0.03916538563217828,2021-01-01,During
Belconnen,Homicide,2021,Q2,1,102131,0.00979134640804457,2021-04-01,During
Belconnen,Homicide,2021,Q3,2,102131,0.01958269281608914,2021-07-01,During
Belconnen,Homicide,2021,Q4,1,102131,0.00979134640804457,2021-10-01,Post
Belconnen,Homicide,2022,Q1,0,102929,0.0,2022-01-01,Post
Belconnen,Homicide,2022,Q2,2,102929,0.019430869822887623,2022-04-01,Post
Belconnen,Homicide,2022,Q3,1,102929,0.009715434911443811,2022-07-01,Post
Belconnen,Homicide,2022,Q4,0,102929,0.0,2022-10-01,Post
Belconnen,Homicide,2023,Q1,0,104235,0.0,2023-01-01,Post
Belconnen,Homicide,2023,Q2,0,104235,0.0,2023-04-01,Post
Belconnen,Homicide,2023,Q3,0,104235,0.0,2023-07-01,Post
Belconnen,Homicide,2023,Q4,1,104235,0.009593706528517293,2023-10-01,Post
Belconnen,Homicide,2024,Q1,1,104459,0.009573133956863458,2024-01-01,Post
Belconnen,Homicide,2024,Q2,2,104459,0.019146267913726915,2024-04-01,Post
Belconnen,Homicide,2024,Q3,0,104459,0.0,2024-07-01,Post
Belconnen,Homicide,2024,Q4,0,104459,0.0,2024-10-01,Post
Belconnen,Homicide,2025,Q1,0,104929,0.0,2025-01-01,Post
Belconnen,Homicide,2025,Q2,0,104929,0.0,2025-04-01,Post
Belconnen,Other,2014,Q1,632,97058,6.511570401203404,2014-01-01,Pre
Belconnen,Other,2014,Q2,541,97058,5.573986688371901,2014-04-01,Pre
Belconnen,Other,2014,Q3,554,97058,5.707927218776401,2014-07-01,Pre
Belconnen,Other,2014,Q4,562,97058,5.790352160563786,2014-10-01,Pre
Belconnen,Other,2015,Q1,550,96906,5.675603161826925,2015-01-01,Pre
Belconnen,Other,2015,Q2,620,96906,6.397952655150352,2015-04-01,Pre
Belconnen,Other,2015,Q3,607,96906,6.263802034961715,2015-07-01,Pre
Belconnen,Other,2015,Q4,537,96906,5.5414525416382885,2015-10-01,Pre
Belconnen,Other,2016,Q1,537,97106,5.530039338454885,2016-01-01,Pre
Belconnen,Other,2016,Q2,700,97106,7.2086173871851384,2016-04-01,Pre
Belconnen,Other,2016,Q3,628,97106,6.467159598788952,2016-07-01,Pre
Belconnen,Other,2016,Q4,706,97106,7.270405536218154,2016-10-01,Pre
Belconnen,Other,2017,Q1,681,98630,6.904592923045727,2017-01-01,Pre
Belconnen,Other,2017,Q2,720,98630,7.300010138902971,2017-04-01,Pre
Belconnen,Other,2017,Q3,725,98630,7.3507046537564635,2017-07-01,Pre
Belconnen,Other,2017,Q4,704,98630,7.137787691371794,2017-10-01,Pre
Belconnen,Other,2018,Q1,722,99762,7.237224594534993,2018-01-01,Pre
Belconnen,Other,2018,Q2,777,99762,7.788536717387382,2018-04-01,Pre
Belconnen,Other,2018,Q3,809,99762,8.10930013431968,2018-07-01,Pre
Belconnen,Other,2018,Q4,781,99762,7.828632144503919,2018-10-01,Pre
Belconnen,Other,2019,Q1,989,100966,9.79537666145039,2019-01-01,Pre
Belconnen,Other,2019,Q2,882,100966,8.73561396905889,2019-04-01,Pre
Belconnen,Other,2019,Q3,742,100966,7.349008577144782,2019-07-01,Pre
Belconnen,Other,2019,Q4,811,100966,8.032406948873879,2019-10-01,Pre
Belconnen,Other,2020,Q1,829,101562,8.162501723085406,2020-01-01,Pre
Belconnen,Other,2020,Q2,1086,101562,10.69297571926508,2020-04-01,During
Belconnen,Other,2020,Q3,762,101562,7.5028061676611335,2020-07-01,During
Belconnen,Other,2020,Q4,695,101562,6.843110612236861,2020-10-01,During
Belconnen,Other,2021,Q1,615,102131,6.02167804094741,2021-01-01,During
Belconnen,Other,2021,Q2,625,102131,6.119591505027857,2021-04-01,During
Belconnen,Other,2021,Q3,555,102131,5.434197256464737,2021-07-01,During
Belconnen,Other,2021,Q4,529,102131,5.179622249855577,2021-10-01,Post
Belconnen,Other,2022,Q1,448,102929,4.352514840326827,2022-01-01,Post
Belconnen,Other,2022,Q2,1156,102929,11.231042757629044,2022-04-01,Post
Belconnen,Other,2022,Q3,532,102929,5.168611372888107,2022-07-01,Post
Belconnen,Other,2022,Q4,508,102929,4.935440935013456,2022-10-01,Post
Belconnen,Other,2023,Q1,403,104235,3.866263730992469,2023-01-01,Post
Belconnen,Other,2023,Q2,478,104235,4.585791720631266,2023-04-01,Post
Belconnen,Other,2023,Q3,505,104235,4.844821796901233,2023-07-01,Post
Belconnen,Other,2023,Q4,524,104235,5.027102220943061,2023-10-01,Post
Belconnen,Other,2024,Q1,404,104459,3.8675461185728373,2024-01-01,Post
Belconnen,Other,2024,Q2,405,104459,3.8771192525297007,2024-04-01,Post
Belconnen,Other,2024,Q3,445,104459,4.260044610804239,2024-07-01,Post
Belconnen,Other,2024,Q4,438,104459,4.193032673106194,2024-10-01,Post
Belconnen,Other,2025,Q1,400,104929,3.812101516263378,2025-01-01,Post
Belconnen,Other,2025,Q2,433,104929,4.126599891355107,2025-04-01,Post
Belconnen,Property Damage,2014,Q1,216,97058,2.225473428259391,2014-01-01,Pre
Belconnen,Property Damage,2014,Q2,186,97058,1.9163798965566978,2014-04-01,Pre
Belconnen,Property Damage,2014,Q3,175,97058,1.8030456015990437,2014-07-01,Pre
Belconnen,Property Damage,2014,Q4,196,97058,2.019411073790929,2014-10-01,Pre
Belconnen,Property Damage,2015,Q1,288,96906,2.971952201102099,2015-01-01,Pre
Belconnen,Property Damage,2015,Q2,291,96906,3.0029100365302455,2015-04-01,Pre
Belconnen,Property Damage,2015,Q3,201,96906,2.0741749736858397,2015-07-01,Pre
Belconnen,Property Damage,2015,Q4,322,96906,3.322807669287763,2015-10-01,Pre
Belconnen,Property Damage,2016,Q1,216,97106,2.224373365188557,2016-01-01,Pre
Belconnen,Property Damage,2016,Q2,269,97106,2.7701686816468603,2016-04-01,Pre
Belconnen,Property Damage,2016,Q3,229,97106,2.358247688093424,2016-07-01,Pre
Belconnen,Property Damage,2016,Q4,286,97106,2.9452351039070708,2016-10-01,Pre
Belconnen,Property Damage,2017,Q1,338,98630,3.426949204096117,2017-01-01,Pre
Belconnen,Property Damage,2017,Q2,314,98630,3.1836155327993514,2017-04-01,Pre
Belconnen,Property Damage,2017,Q3,301,98630,3.05180979418027,2017-07-01,Pre
Belconnen,Property Damage,2017,Q4,299,98630,3.0315319882388727,2017-10-01,Pre
Belconnen,Property Damage,2018,Q1,236,99762,2.3656301998757043,2018-01-01,Pre
