Region,Suburb,Year,Quarter,Crime,Number,Population,Rate,Date,COVID
Belconnen,Aranda,2014,Q1,All Crime,137,2477,55.30884134033105,2014-01-01,Pre
Belconnen,Aranda,2014,Q2,All Crime,152,2477,61.364553895841745,2014-04-01,Pre
Belconnen,Aranda,2014,Q3,All Crime,167,2477,67.42026645135245,2014-07-01,Pre
Belconnen,Aranda,2014,Q4,All Crime,178,2477,71.86112232539362,2014-10-01,Pre
Belconnen,Aranda,2015,Q1,All Crime,127,2460,51.6260162601626,2015-01-01,Pre
Belconnen,Aranda,2015,Q2,All Crime,102,2460,41.46341463414634,2015-04-01,Pre
Belconnen,Aranda,2015,Q3,All Crime,120,2460,48.78048780487805,2015-07-01,Pre
Belconnen,Aranda,2015,Q4,All Crime,155,2460,63.00813008130081,2015-10-01,Pre
Belconnen,Aranda,2016,Q1,All Crime,116,2447,47.404985696771554,2016-01-01,Pre
Belconnen,Aranda,2016,Q2,All Crime,99,2447,40.457703310175724,2016-04-01,Pre
Belconnen,Aranda,2016,Q3,All Crime,154,2447,62.93420514916224,2016-07-01,Pre
Belconnen,Aranda,2016,Q4,All Crime,137,2447,55.98692276256641,2016-10-01,Pre
Belconnen,Aranda,2017,Q1,All Crime,127,2485,51.10663983903421,2017-01-01,Pre
Belconnen,Aranda,2017,Q2,All Crime,155,2485,62.374245472837025,2017-04-01,Pre
Belconnen,Aranda,2017,Q3,All Crime,149,2485,59.95975855130785,2017-07-01,Pre
Belconnen,Aranda,2017,Q4,All Crime,267,2485,107.4446680080483,2017-10-01,Pre
Belconnen,Aranda,2018,Q1,All Crime,146,2502,58.353317346123106,2018-01-01,Pre
Belconnen,Aranda,2018,Q2,All Crime,141,2502,56.35491606714629,2018-04-01,Pre
Belconnen,Aranda,2018,Q3,All Crime,181,2502,72.34212629896084,2018-07-01,Pre
Belconnen,Aranda,2018,Q4,All Crime,146,2502,58.353317346123106,2018-10-01,Pre
Belconnen,Aranda,2019,Q1,All Crime,98,2544,38.522012578616355,2019-01-01,Pre
Belconnen,Aranda,2019,Q2,All Crime,109,2544,42.84591194968554,2019-04-01,Pre
Belconnen,Aranda,2019,Q3,All Crime,119,2544,46.776729559748425,2019-07-01,Pre
Belconnen,Aranda,2019,Q4,All Crime,136,2544,53.459119496855344,2019-10-01,Pre
Belconnen,Aranda,2020,Q1,All Crime,123,2588,47.52704791344667,2020-01-01,Pre
Belconnen,Aranda,2020,Q2,All Crime,173,2588,66.84698608964452,2020-04-01,During
Belconnen,Aranda,2020,Q3,All Crime,161,2588,62.21020092735703,2020-07-01,During
Belconnen,Aranda,2020,Q4,All Crime,282,2588,108.96445131375579,2020-10-01,During
Belconnen,Aranda,2021,Q1,All Crime,156,2583,60.39488966318234,2021-01-01,During
Belconnen,Aranda,2021,Q2,All Crime,161,2583,62.33062330623306,2021-04-01,During
Belconnen,Aranda,2021,Q3,All Crime,132,2583,51.10336817653891,2021-07-01,During
Belconnen,Aranda,2021,Q4,All Crime,148,2583,57.297715834301194,2021-10-01,Post
Belconnen,Aranda,2022,Q1,All Crime,90,2578,34.910783553141975,2022-01-01,Post
Belconnen,Aranda,2022,Q2,All Crime,111,2578,43.0566330488751,2022-04-01,Post
Belconnen,Aranda,2022,Q3,All Crime,123,2578,47.71140418929403,2022-07-01,Post
Belconnen,Aranda,2022,Q4,All Crime,90,2578,34.910783553141975,2022-10-01,Post
Belconnen,Aranda,2023,Q1,All Crime,63,2601,24.22145328719723,2023-01-01,Post
Belconnen,Aranda,2023,Q2,All Crime,79,2601,30.37293348712034,2023-04-01,Post
Belconnen,Aranda,2023,Q3,All Crime,66,2601,25.374855824682815,2023-07-01,Post
Belconnen,Aranda,2023,Q4,All Crime,52,2601,19.992310649750095,2023-10-01,Post
Belconnen,Aranda,2024,Q1,All Crime,50,2602,19.215987701767872,2024-01-01,Post
Belconnen,Aranda,2024,Q2,All Crime,82,2602,31.51421983089931,2024-04-01,Post
Belconnen,Aranda,2024,Q3,All Crime,65,2602,24.980784012298233,2024-07-01,Post
Belconnen,Aranda,2024,Q4,All Crime,83,2602,31.898539584934667,2024-10-01,Post
Belconnen,Aranda,2025,Q1,All Crime,133,2643,50.32160423760878,2025-01-01,Post
Belconnen,Aranda,2025,Q2,All Crime,162,2643,61.29398410896709,2025-04-01,Post
Belconnen,Aranda,2014,Q1,Assault,0,2477,0.0,2014-01-01,Pre
Belconnen,Aranda,2014,Q2,Assault,1,2477,0.40371417036737994,2014-04-01,Pre
Belconnen,Aranda,2014,Q3,Assault,3,2477,1.2111425111021397,2014-07-01,Pre
Belconnen,Aranda,2014,Q4,Assault,1,2477,0.40371417036737994,2014-10-01,Pre
Belconnen,Aranda,2015,Q1,Assault,1,2460,0.4065040650406504,2015-01-01,Pre
Belconnen,Aranda,2015,Q2,Assault,0,2460,0.0,2015-04-01,Pre
Belconnen,Aranda,2015,Q3,Assault,1,2460,0.4065040650406504,2015-07-01,Pre
Belconnen,Aranda,2015,Q4,Assault,2,2460,0.8130081300813008,2015-10-01,Pre
Belconnen,Aranda,2016,Q1,Assault,2,2447,0.8173273395995095,2016-01-01,Pre
Belconnen,Aranda,2016,Q2,Assault,1,2447,0.40866366979975477,2016-04-01,Pre
Belconnen,Aranda,2016,Q3,Assault,0,2447,0.0,2016-07-01,Pre
Belconnen,Aranda,2016,Q4,Assault,3,2447,1.2259910093992643,2016-10-01,Pre
Belconnen,Aranda,2017,Q1,Assault,0,2485,0.0,2017-01-01,Pre
Belconnen,Aranda,2017,Q2,Assault,0,2485,0.0,2017-04-01,Pre
Belconnen,Aranda,2017,Q3,Assault,1,2485,0.4024144869215292,2017-07-01,Pre
Belconnen,Aranda,2017,Q4,Assault,2,2485,0.8048289738430584,2017-10-01,Pre
Belconnen,Aranda,2018,Q1,Assault,0,2502,0.0,2018-01-01,Pre
Belconnen,Aranda,2018,Q2,Assault,0,2502,0.0,2018-04-01,Pre
Belconnen,Aranda,2018,Q3,Assault,1,2502,0.39968025579536376,2018-07-01,Pre
Belconnen,Aranda,2018,Q4,Assault,2,2502,0.7993605115907275,2018-10-01,Pre
Belconnen,Aranda,2019,Q1,Assault,1,2544,0.3930817610062893,2019-01-01,Pre
Belconnen,Aranda,2019,Q2,Assault,2,2544,0.7861635220125786,2019-04-01,Pre
Belconnen,Aranda,2019,Q3,Assault,1,2544,0.3930817610062893,2019-07-01,Pre
Belconnen,Aranda,2019,Q4,Assault,1,2544,0.3930817610062893,2019-10-01,Pre
Belconnen,Aranda,2020,Q1,Assault,0,2588,0.0,2020-01-01,Pre
Belconnen,Aranda,2020,Q2,Assault,1,2588,0.3863987635239567,2020-04-01,During
Belconnen,Aranda,2020,Q3,Assault,9,2588,3.4775888717156103,2020-07-01,During
Belconnen,Aranda,2020,Q4,Assault,7,2588,2.7047913446676968,2020-10-01,During
Belconnen,Aranda,2021,Q1,Assault,1,2583,0.3871467286101432,2021-01-01,During
Belconnen,Aranda,2021,Q2,Assault,0,2583,0.0,2021-04-01,During
Belconnen,Aranda,2021,Q3,Assault,2,2583,0.7742934572202864,2021-07-01,During
Belconnen,Aranda,2021,Q4,Assault,0,2583,0.0,2021-10-01,Post
Belconnen,Aranda,2022,Q1,Assault,0,2578,0.0,2022-01-01,Post
Belconnen,Aranda,2022,Q2,Assault,2,2578,0.7757951900698216,2022-04-01,Post
Belconnen,Aranda,2022,Q3,Assault,1,2578,0.3878975950349108,2022-07-01,Post
Belconnen,Aranda,2022,Q4,Assault,0,2578,0.0,2022-10-01,Post
Belconnen,Aranda,2023,Q1,Assault,1,2601,0.3844675124951942,2023-01-01,Post
Belconnen,Aranda,2023,Q2,Assault,2,2601,0.7689350249903883,2023-04-01,Post
Belconnen,Aranda,2023,Q3,Assault,1,2601,0.3844675124951942,2023-07-01,Post
Belconnen,Aranda,2023,Q4,Assault,1,2601,0.3844675124951942,2023-10-01,Post
Belconnen,Aranda,2024,Q1,Assault,0,2602,0.0,2024-01-01,Post
Belconnen,Aranda,2024,Q2,Assault,1,2602,0.38431975403535745,2024-04-01,Post
Belconnen,Aranda,2024,Q3,Assault,1,2602,0.38431975403535745,2024-07-01,Post
Belconnen,Aranda,2024,Q4,Assault,7,2602,2.6902382782475023,2024-10-01,Post
Belconnen,Aranda,2025,Q1,Assault,0,2643,0.0,2025-01-01,Post
Belconnen,Aranda,2025,Q2,Assault,0,2643,0.0,2025-04-01,Post
Belconnen,Aranda,2014,Q1,Burglary,1,2477,0.40371417036737994,2014-01-01,Pre
Belconnen,Aranda,2014,Q2,Burglary,0,2477,0.0,2014-04-01,Pre
Belconnen,Aranda,2014,Q3,Burglary,0,2477,0.0,2014-07-01,Pre
Belconnen,Aranda,2014,Q4,Burglary,5,2477,2.0185708518368997,2014-10-01,Pre
Belconnen,Aranda,2015,Q1,Burglary,2,2460,0.8130081300813008,2015-01-01,Pre
Belconnen,Aranda,2015,Q2,Burglary,1,2460,0.4065040650406504,2015-04-01,Pre
Belconnen,Aranda,2015,Q3,Burglary,1,2460,0.4065040650406504,2015-07-01,Pre
Belconnen,Aranda,2015,Q4,Burglary,11,2460,4.471544715447155,2015-10-01,Pre
Belconnen,Aranda,2016,Q1,Burglary,2,2447,0.8173273395995095,2016-01-01,Pre
Belconnen,Aranda,2016,Q2,Burglary,1,2447,0.40866366979975477,2016-04-01,Pre
Belconnen,Aranda,2016,Q3,Burglary,2,2447,0.8173273395995095,2016-07-01,Pre
Belconnen,Aranda,2016,Q4,Burglary,3,2447,1.2259910093992643,2016-10-01,Pre
Belconnen,Aranda,2017,Q1,Burglary,5,2485,2.012072434607646,2017-01-01,Pre
Belconnen,Aranda,2017,Q2,Burglary,0,2485,0.0,2017-04-01,Pre
Belconnen,Aranda,2017,Q3,Burglary,3,2485,1.2072434607645877,2017-07-01,Pre
Belconnen,Aranda,2017,Q4,Burglary,10,2485,4.024144869215292,2017-10-01,Pre
Belconnen,Aranda,2018,Q1,Burglary,2,2502,0.7993605115907275,2018-01-01,Pre
Belconnen,Aranda,2018,Q2,Burglary,0,2502,0.0,2018-04-01,Pre
Belconnen,Aranda,2018,Q3,Burglary,3,2502,1.1990407673860912,2018-07-01,Pre
Belconnen,Aranda,2018,Q4,Burglary,1,2502,0.39968025579536376,2018-10-01,Pre
Belconnen,Aranda,2019,Q1,Burglary,2,2544,0.7861635220125786,2019-01-01,Pre
Belconnen,Aranda,2019,Q2,Burglary,1,2544,0.3930817610062893,2019-04-01,Pre
Belconnen,Aranda,2019,Q3,Burglary,3,2544,1.179245283018868,2019-07-01,Pre
Belconnen,Aranda,2019,Q4,Burglary,2,2544,0.7861635220125786,2019-10-01,Pre
Belconnen,Aranda,2020,Q1,Burglary,4,2588,1.5455950540958268,2020-01-01,Pre
Belconnen,Aranda,2020,Q2,Burglary,5,2588,1.9319938176197835,2020-04-01,During
Belconnen,Aranda,2020,Q3,Burglary,1,2588,0.3863987635239567,2020-07-01,During
Belconnen,Aranda,2020,Q4,Burglary,5,2588,1.9319938176197835,2020-10-01,During
Belconnen,Aranda,2021,Q1,Burglary,5,2583,1.9357336430507162,2021-01-01,During
Belconnen,Aranda,2021,Q2,Burglary,1,2583,0.3871467286101432,2021-04-01,During
Belconnen,Aranda,2021,Q3,Burglary,15,2583,5.807200929152148,2021-07-01,During
Belconnen,Aranda,2021,Q4,Burglary,5,2583,1.9357336430507162,2021-10-01,Post
Belconnen,Aranda,2022,Q1,Burglary,7,2578,2.715283165244376,2022-01-01,Post
Belconnen,Aranda,2022,Q2,Burglary,5,2578,1.939487975174554,2022-04-01,Post
Belconnen,Aranda,2022,Q3,Burglary,2,2578,0.7757951900698216,2022-07-01,Post
Belconnen,Aranda,2022,Q4,Burglary,2,2578,0.7757951900698216,2022-10-01,Post
Belconnen,Aranda,2023,Q1,Burglary,2,2601,0.7689350249903883,2023-01-01,Post
Belconnen,Aranda,2023,Q2,Burglary,0,2601,0.0,2023-04-01,Post
Belconnen,Aranda,2023,Q3,Burglary,3,2601,1.1534025374855825,2023-07-01,Post
Belconnen,Aranda,2023,Q4,Burglary,4,2601,1.5378700499807767,2023-10-01,Post
Belconnen,Aranda,2024,Q1,Burglary,0,2602,0.0,2024-01-01,Post
Belconnen,Aranda,2024,Q2,Burglary,1,2602,0.38431975403535745,2024-04-01,Post
Belconnen,Aranda,2024,Q3,Burglary,1,2602,0.38431975403535745,2024-07-01,Post
Belconnen,Aranda,2024,Q4,Burglary,2,2602,0.7686395080707149,2024-10-01,Post
Belconnen,Aranda,2025,Q1,Burglary,3,2643,1.135073779795687,2025-01-01,Post
Belconnen,Aranda,2025,Q2,Burglary,1,2643,0.37835792659856227,2025-04-01,Post
Belconnen,Aranda,2014,Q1,CINs,0,2477,0.0,2014-01-01,Pre
Belconnen,Aranda,2014,Q2,CINs,0,2477,0.0,2014-04-01,Pre
Belconnen,Aranda,2014,Q3,CINs,0,2477,0.0,2014-07-01,Pre
Belconnen,Aranda,2014,Q4,CINs,0,2477,0.0,2014-10-01,Pre
Belconnen,Aranda,2015,Q1,CINs,0,2460,0.0,2015-01-01,Pre
Belconnen,Aranda,2015,Q2,CINs,0,2460,0.0,2015-04-01,Pre
Belconnen,Aranda,2015,Q3,CINs,0,2460,0.0,2015-07-01,Pre
Belconnen,Aranda,2015,Q4,CINs,0,2460,0.0,2015-10-01,Pre
Belconnen,Aranda,2016,Q1,CINs,0,2447,0.0,2016-01-01,Pre
Belconnen,Aranda,2016,Q2,CINs,0,2447,0.0,2016-04-01,Pre
Belconnen,Aranda,2016,Q3,CINs,0,2447,0.0,2016-07-01,Pre
Belconnen,Aranda,2016,Q4,CINs,0,2447,0.0,2016-10-01,Pre
Belconnen,Aranda,2017,Q1,CINs,0,2485,0.0,2017-01-01,Pre
Belconnen,Aranda,2017,Q2,CINs,0,2485,0.0,2017-04-01,Pre
Belconnen,Aranda,2017,Q3,CINs,0,2485,0.0,2017-07-01,Pre
Belconnen,Aranda,2017,Q4,CINs,0,2485,0.0,2017-10-01,Pre
Belconnen,Aranda,2018,Q1,CINs,0,2502,0.0,2018-01-01,Pre
Belconnen,Aranda,2018,Q2,CINs,0,2502,0.0,2018-04-01,Pre
Belconnen,Aranda,2018,Q3,CINs,0,2502,0.0,2018-07-01,Pre
Belconnen,Aranda,2018,Q4,CINs,0,2502,0.0,2018-10-01,Pre
Belconnen,Aranda,2019,Q1,CINs,0,2544,0.0,2019-01-01,Pre
Belconnen,Aranda,2019,Q2,CINs,0,2544,0.0,2019-04-01,Pre
Belconnen,Aranda,2019,Q3,CINs,0,2544,0.0,2019-07-01,Pre
Belconnen,Aranda,2019,Q4,CINs,0,2544,0.0,2019-10-01,Pre
Belconnen,Aranda,2020,Q1,CINs,0,2588,0.0,2020-01-01,Pre
Belconnen,Aranda,2020,Q2,CINs,0,2588,0.0,2020-04-01,During
Belconnen,Aranda,2020,Q3,CINs,0,2588,0.0,2020-07-01,During
Belconnen,Aranda,2020,Q4,CINs,0,2588,0.0,2020-10-01,During
Belconnen,Aranda,2021,Q1,CINs,0,2583,0.0,2021-01-01,During
Belconnen,Aranda,2021,Q2,CINs,0,2583,0.0,2021-04-01,During
Belconnen,Aranda,2021,Q3,CINs,0,2583,0.0,2021-07-01,During
Belconnen,Aranda,2021,Q4,CINs,0,2583,0.0,2021-10-01,Post
Belconnen,Aranda,2022,Q1,CINs,0,2578,0.0,2022-01-01,Post
Belconnen,Aranda,2022,Q2,CINs,0,2578,0.0,2022-04-01,Post
Belconnen,Aranda,2022,Q3,CINs,0,2578,0.0,2022-07-01,Post
Belconnen,Aranda,2022,Q4,CINs,0,2578,0.0,2022-10-01,Post
Belconnen,Aranda,2023,Q1,CINs,0,2601,0.0,2023-01-01,Post
Belconnen,Aranda,2023,Q2,CINs,0,2601,0.0,2023-04-01,Post
Belconnen,Aranda,2023,Q3,CINs,0,2601,0.0,2023-07-01,Post
Belconnen,Aranda,2023,Q4,CINs,0,2601,0.0,2023-10-01,Post
Belconnen,Aranda,2024,Q1,CINs,0,2602,0.0,2024-01-01,Post
Belconnen,Aranda,2024,Q2,CINs,0,2602,0.0,2024-04-01,Post
Belconnen,Aranda,2024,Q3,CINs,0,2602,0.0,2024-07-01,Post
Belconnen,Aranda,2024,Q4,CINs,0,2602,0.0,2024-10-01,Post
Belconnen,Aranda,2025,Q1,CINs,0,2643,0.0,2025-01-01,Post
Belconnen,Aranda,2025,Q2,CINs,0,2643,0.0,2025-04-01,Post
Belconnen,Aranda,2014,Q1,Family Violence,0,2477,0.0,2014-01-01,Pre
Belconnen,Aranda,2014,Q2,Family Violence,0,2477,0.0,2014-04-01,Pre
Belconnen,Aranda,2014,Q3,Family Violence,0,2477,0.0,2014-07-01,Pre
Belconnen,Aranda,2014,Q4,Family Violence,1,2477,0.40371417036737994,2014-10-01,Pre
Belconnen,Aranda,2015,Q1,Family Violence,1,2460,0.4065040650406504,2015-01-01,Pre
Belconnen,Aranda,2015,Q2,Family Violence,0,2460,0.0,2015-04-01,Pre
Belconnen,Aranda,2015,Q3,Family Violence,0,2460,0.0,2015-07-01,Pre
Belconnen,Aranda,2015,Q4,Family Violence,6,2460,2.4390243902439024,2015-10-01,Pre
Belconnen,Aranda,2016,Q1,Family Violence,0,2447,0.0,2016-01-01,Pre
Belconnen,Aranda,2016,Q2,Family Violence,0,2447,0.0,2016-04-01,Pre
Belconnen,Aranda,2016,Q3,Family Violence,5,2447,2.043318348998774,2016-07-01,Pre
Belconnen,Aranda,2016,Q4,Family Violence,1,2447,0.40866366979975477,2016-10-01,Pre
Belconnen,Aranda,2017,Q1,Family Violence,0,2485,0.0,2017-01-01,Pre
Belconnen,Aranda,2017,Q2,Family Violence,1,2485,0.4024144869215292,2017-04-01,Pre
Belconnen,Aranda,2017,Q3,Family Violence,1,2485,0.4024144869215292,2017-07-01,Pre
Belconnen,Aranda,2017,Q4,Family Violence,3,2485,1.2072434607645877,2017-10-01,Pre
Belconnen,Aranda,2018,Q1,Family Violence,1,2502,0.39968025579536376,2018-01-01,Pre
Belconnen,Aranda,2018,Q2,Family Violence,3,2502,1.1990407673860912,2018-04-01,Pre
Belconnen,Aranda,2018,Q3,Family Violence,0,2502,0.0,2018-07-01,Pre
Belconnen,Aranda,2018,Q4,Family Violence,0,2502,0.0,2018-10-01,Pre
Belconnen,Aranda,2019,Q1,Family Violence,3,2544,1.179245283018868,2019-01-01,Pre
Belconnen,Aranda,2019,Q2,Family Violence,0,2544,0.0,2019-04-01,Pre
Belconnen,Aranda,2019,Q3,Family Violence,0,2544,0.0,2019-07-01,Pre
Belconnen,Aranda,2019,Q4,Family Violence,0,2544,0.0,2019-10-01,Pre
Belconnen,Aranda,2020,Q1,Family Violence,1,2588,0.3863987635239567,2020-01-01,Pre
Belconnen,Aranda,2020,Q2,Family Violence,0,2588,0.0,2020-04-01,During
Belconnen,Aranda,2020,Q3,Family Violence,2,2588,0.7727975270479134,2020-07-01,During
Belconnen,Aranda,2020,Q4,Family Violence,1,2588,0.3863987635239567,2020-10-01,During
Belconnen,Aranda,2021,Q1,Family Violence,0,2583,0.0,2021-01-01,During
Belconnen,Aranda,2021,Q2,Family Violence,0,2583,0.0,2021-04-01,During
Belconnen,Aranda,2021,Q3,Family Violence,0,2583,0.0,2021-07-01,During
Belconnen,Aranda,2021,Q4,Family Violence,0,2583,0.0,2021-10-01,Post
Belconnen,Aranda,2022,Q1,Family Violence,0,2578,0.0,2022-01-01,Post
Belconnen,Aranda,2022,Q2,Family Violence,2,2578,0.7757951900698216,2022-04-01,Post
Belconnen,Aranda,2022,Q3,Family Violence,2,2578,0.7757951900698216,2022-07-01,Post
Belconnen,Aranda,2022,Q4,Family Violence,0,2578,0.0,2022-10-01,Post
Belconnen,Aranda,2023,Q1,Family Violence,0,2601,0.0,2023-01-01,Post
Belconnen,Aranda,2023,Q2,Family Violence,0,2601,0.0,2023-04-01,Post
Belconnen,Aranda,2023,Q3,Family Violence,2,2601,0.7689350249903883,2023-07-01,Post
Belconnen,Aranda,2023,Q4,Family Violence,1,2601,0.3844675124951942,2023-10-01,Post
Belconnen,Aranda,2024,Q1,Family Violence,1,2602,0.38431975403535745,2024-01-01,Post
Belconnen,Aranda,2024,Q2,Family Violence,1,2602,0.38431975403535745,2024-04-01,Post
Belconnen,Aranda,2024,Q3,Family Violence,2,2602,0.7686395080707149,2024-07-01,Post
Belconnen,Aranda,2024,Q4,Family Violence,0,2602,0.0,2024-10-01,Post
Belconnen,Aranda,2025,Q1,Family Violence,0,2643,0.0,2025-01-01,Post
Belconnen,Aranda,2025,Q2,Family Violence,0,2643,0.0,2025-04-01,Post
Belconnen,Aranda,2014,Q1,Homicide,0,2477,0.0,2014-01-01,Pre
Belconnen,Aranda,2014,Q2,Homicide,0,2477,0.0,2014-04-01,Pre
Belconnen,Aranda,2014,Q3,Homicide,0,2477,0.0,2014-07-01,Pre
Belconnen,Aranda,2014,Q4,Homicide,0,2477,0.0,2014-10-01,Pre
Belconnen,Aranda,2015,Q1,Homicide,0,2460,0.0,2015-01-01,Pre
Belconnen,Aranda,2015,Q2,Homicide,0,2460,0.0,2015-04-01,Pre
Belconnen,Aranda,2015,Q3,Homicide,0,2460,0.0,2015-07-01,Pre
Belconnen,Aranda,2015,Q4,Homicide,0,2460,0.0,2015-10-01,Pre
Belconnen,Aranda,2016,Q1,Homicide,0,2447,0.0,2016-01-01,Pre
Belconnen,Aranda,2016,Q2,Homicide,0,2447,0.0,2016-04-01,Pre
Belconnen,Aranda,2016,Q3,Homicide,0,2447,0.0,2016-07-01,Pre
Belconnen,Aranda,2016,Q4,Homicide,0,2447,0.0,2016-10-01,Pre
Belconnen,Aranda,2017,Q1,Homicide,0,2485,0.0,2017-01-01,Pre
Belconnen,Aranda,2017,Q2,Homicide,0,2485,0.0,2017-04-01,Pre
Belconnen,Aranda,2017,Q3,Homicide,0,2485,0.0,2017-07-01,Pre
Belconnen,Aranda,2017,Q4,Homicide,0,2485,0.0,2017-10-01,Pre
Belconnen,Aranda,2018,Q1,Homicide,0,2502,0.0,2018-01-01,Pre
Belconnen,Aranda,2018,Q2,Homicide,0,2502,0.0,2018-04-01,Pre
Belconnen,Aranda,2018,Q3,Homicide,0,2502,0.0,2018-07-01,Pre
Belconnen,Aranda,2018,Q4,Homicide,0,2502,0.0,2018-10-01,Pre
Belconnen,Aranda,2019,Q1,Homicide,0,2544,0.0,2019-01-01,Pre
Belconnen,Aranda,2019,Q2,Homicide,0,2544,0.0,2019-04-01,Pre
Belconnen,Aranda,2019,Q3,Homicide,0,2544,0.0,2019-07-01,Pre
Belconnen,Aranda,2019,Q4,Homicide,0,2544,0.0,2019-10-01,Pre
Belconnen,Aranda,2020,Q1,Homicide,0,2588,0.0,2020-01-01,Pre
Belconnen,Aranda,2020,Q2,Homicide,0,2588,0.0,2020-04-01,During
Belconnen,Aranda,2020,Q3,Homicide,0,2588,0.0,2020-07-01,During
Belconnen,Aranda,2020,Q4,Homicide,0,2588,0.0,2020-10-01,During
Belconnen,Aranda,2021,Q1,Homicide,0,2583,0.0,2021-01-01,During
Belconnen,Aranda,2021,Q2,Homicide,0,2583,0.0,2021-04-01,During
Belconnen,Aranda,2021,Q3,Homicide,0,2583,0.0,2021-07-01,During
Belconnen,Aranda,2021,Q4,Homicide,0,2583,0.0,2021-10-01,Post
Belconnen,Aranda,2022,Q1,Homicide,0,2578,0.0,2022-01-01,Post
Belconnen,Aranda,2022,Q2,Homicide,0,2578,0.0,2022-04-01,Post
Belconnen,Aranda,2022,Q3,Homicide,0,2578,0.0,2022-07-01,Post
Belconnen,Aranda,2022,Q4,Homicide,0,2578,0.0,2022-10-01,Post
Belconnen,Aranda,2023,Q1,Homicide,0,2601,0.0,2023-01-01,Post
Belconnen,Aranda,2023,Q2,Homicide,0,2601,0.0,2023-04-01,Post
Belconnen,Aranda,2023,Q3,Homicide,0,2601,0.0,2023-07-01,Post
Belconnen,Aranda,2023,Q4,Homicide,0,2601,0.0,2023-10-01,Post
Belconnen,Aranda,2024,Q1,Homicide,0,2602,0.0,2024-01-01,Post
Belconnen,Aranda,2024,Q2,Homicide,0,2602,0.0,2024-04-01,Post
Belconnen,Aranda,2024,Q3,Homicide,0,2602,0.0,2024-07-01,Post
Belconnen,Aranda,2024,Q4,Homicide,0,2602,0.0,2024-10-01,Post
Belconnen,Aranda,2025,Q1,Homicide,0,2643,0.0,2025-01-01,Post
Belconnen,Aranda,2025,Q2,Homicide,0,2643,0.0,2025-04-01,Post
Belconnen,Aranda,2014,Q1,Other,18,2477,7.266855066612838,2014-01-01,Pre
Belconnen,Aranda,2014,Q2,Other,22,2477,8.881711748082358,2014-04-01,Pre
Belconnen,Aranda,2014,Q3,Other,12,2477,4.844570044408559,2014-07-01,Pre
Belconnen,Aranda,2014,Q4,Other,39,2477,15.744852644327818,2014-10-01,Pre
Belconnen,Aranda,2015,Q1,Other,15,2460,6.097560975609756,2015-01-01,Pre
Belconnen,Aranda,2015,Q2,Other,24,2460,9.75609756097561,2015-04-01,Pre
Belconnen,Aranda,2015,Q3,Other,15,2460,6.097560975609756,2015-07-01,Pre
Belconnen,Aranda,2015,Q4,Other,13,2460,5.284552845528455,2015-10-01,Pre
Belconnen,Aranda,2016,Q1,Other,19,2447,7.764609726195341,2016-01-01,Pre
Belconnen,Aranda,2016,Q2,Other,17,2447,6.947282386595831,2016-04-01,Pre
Belconnen,Aranda,2016,Q3,Other,25,2447,10.21659174499387,2016-07-01,Pre
Belconnen,Aranda,2016,Q4,Other,21,2447,8.58193706579485,2016-10-01,Pre
Belconnen,Aranda,2017,Q1,Other,19,2485,7.645875251509055,2017-01-01,Pre
Belconnen,Aranda,2017,Q2,Other,32,2485,12.877263581488934,2017-04-01,Pre
Belconnen,Aranda,2017,Q3,Other,20,2485,8.048289738430585,2017-07-01,Pre
Belconnen,Aranda,2017,Q4,Other,37,2485,14.88933601609658,2017-10-01,Pre
Belconnen,Aranda,2018,Q1,Other,23,2502,9.192645883293366,2018-01-01,Pre
Belconnen,Aranda,2018,Q2,Other,27,2502,10.79136690647482,2018-04-01,Pre
Belconnen,Aranda,2018,Q3,Other,22,2502,8.792965627498003,2018-07-01,Pre
Belconnen,Aranda,2018,Q4,Other,29,2502,11.590727418065548,2018-10-01,Pre
Belconnen,Aranda,2019,Q1,Other,24,2544,9.433962264150944,2019-01-01,Pre
Belconnen,Aranda,2019,Q2,Other,28,2544,11.0062893081761,2019-04-01,Pre
Belconnen,Aranda,2019,Q3,Other,36,2544,14.150943396226415,2019-07-01,Pre
Belconnen,Aranda,2019,Q4,Other,43,2544,16.90251572327044,2019-10-01,Pre
Belconnen,Aranda,2020,Q1,Other,17,2588,6.568778979907264,2020-01-01,Pre
Belconnen,Aranda,2020,Q2,Other,28,2588,10.819165378670787,2020-04-01,During
Belconnen,Aranda,2020,Q3,Other,19,2588,7.341576506955177,2020-07-01,During
Belconnen,Aranda,2020,Q4,Other,40,2588,15.455950540958268,2020-10-01,During
Belconnen,Aranda,2021,Q1,Other,26,2583,10.065814943863723,2021-01-01,During
Belconnen,Aranda,2021,Q2,Other,18,2583,6.968641114982578,2021-04-01,During
Belconnen,Aranda,2021,Q3,Other,27,2583,10.452961672473867,2021-07-01,During
Belconnen,Aranda,2021,Q4,Other,18,2583,6.968641114982578,2021-10-01,Post
Belconnen,Aranda,2022,Q1,Other,14,2578,5.430566330488752,2022-01-01,Post
Belconnen,Aranda,2022,Q2,Other,35,2578,13.576415826221877,2022-04-01,Post
Belconnen,Aranda,2022,Q3,Other,23,2578,8.92164468580295,2022-07-01,Post
Belconnen,Aranda,2022,Q4,Other,25,2578,9.697439875872771,2022-10-01,Post
Belconnen,Aranda,2023,Q1,Other,6,2601,2.306805074971165,2023-01-01,Post
