Suburb,Total Description,Year,Number,Region,Population,Rate,COVID
Hackett,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,38.0,Inner North,3015,12.603648424543946,Pre
Hackett,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,46.0,Inner North,3012,15.272244355909695,Pre
Hackett,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,40.0,Inner North,3213,12.449424214130095,During
Hackett,Labour force status - Census : Employed (no.),2011,9.0,Inner North,3015,2.9850746268656714,Pre
Hackett,Labour force status - Census : Employed (no.),2016,18.0,Inner North,3012,5.9760956175298805,Pre
Hackett,Labour force status - Census : Employed (no.),2021,15.0,Inner North,3213,4.6685340802987865,During
Hackett,Labour force status - Census : In the labour force (no.),2011,14.0,Inner North,3015,4.643449419568823,Pre
Hackett,Labour force status - Census : In the labour force (no.),2016,20.0,Inner North,3012,6.6401062416998675,Pre
Hackett,Labour force status - Census : In the labour force (no.),2021,18.0,Inner North,3213,5.602240896358543,During
Hackett,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,29.0,Inner North,3015,9.618573797678275,Pre
Hackett,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,30.0,Inner North,3012,9.9601593625498,Pre
Hackett,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,29.0,Inner North,3213,9.02583255524432,During
Hackett,Labour force status - Census : Unemployed (no.),2011,3.0,Inner North,3015,0.9950248756218905,Pre
Hackett,Labour force status - Census : Unemployed (no.),2016,0.0,Inner North,3012,0.0,Pre
Hackett,Labour force status - Census : Unemployed (no.),2021,0.0,Inner North,3213,0.0,During
Hackett,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,14.0,Inner North,3015,4.643449419568823,Pre
Hackett,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,20.0,Inner North,3012,6.6401062416998675,Pre
Hackett,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,17.0,Inner North,3213,5.291005291005291,During
Hackett,Tenure type - Census : Renter (no.),2011,30.0,Inner North,3015,9.950248756218905,Pre
Hackett,Tenure type - Census : Renter (no.),2016,27.0,Inner North,3012,8.96414342629482,Pre
Hackett,Tenure type - Census : Renter (no.),2021,20.0,Inner North,3213,6.224712107065048,During
Hackett,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,10.0,Inner North,3015,3.316749585406302,Pre
Hackett,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,6.0,Inner North,3012,1.9920318725099602,Pre
Hackett,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,7.0,Inner North,3213,2.178649237472767,During
Hackett,Unpaid child care - Census : Cared for other child/children (no.),2011,3.0,Inner North,3015,0.9950248756218905,Pre
Hackett,Unpaid child care - Census : Cared for other child/children (no.),2016,4.0,Inner North,3012,1.3280212483399734,Pre
Hackett,Unpaid child care - Census : Cared for other child/children (no.),2021,5.0,Inner North,3213,1.556178026766262,During
Hackett,Unpaid child care - Census : Cared for own child/children (no.),2011,12.0,Inner North,3015,3.980099502487562,Pre
Hackett,Unpaid child care - Census : Cared for own child/children (no.),2016,14.0,Inner North,3012,4.648074369189907,Pre
Hackett,Unpaid child care - Census : Cared for own child/children (no.),2021,3.0,Inner North,3213,0.9337068160597572,During
Hackett,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,8.0,Inner North,3015,2.6533996683250414,Pre
Hackett,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,19.0,Inner North,3012,6.308100929614874,Pre
Hackett,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,26.0,Inner North,3213,8.092125739184562,During
Hackett,Unpaid child care - Census : Total provided unpaid child care (no.),2011,14.0,Inner North,3015,4.643449419568823,Pre
Hackett,Unpaid child care - Census : Total provided unpaid child care (no.),2016,15.0,Inner North,3012,4.9800796812749,Pre
Hackett,Unpaid child care - Census : Total provided unpaid child care (no.),2021,8.0,Inner North,3213,2.489884842826019,During
Hackett,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,7.0,Inner North,3015,2.3217247097844114,Pre
Hackett,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,12.0,Inner North,3012,3.9840637450199203,Pre
Hackett,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,6.0,Inner North,3213,1.8674136321195145,During
Lyneham,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,3.0,Inner North,4703,0.6378907080586859,Pre
Lyneham,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,6.0,Inner North,5299,1.1322891111530478,Pre
Lyneham,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,16.0,Inner North,5677,2.818389994715519,During
Lyneham,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,3.0,Inner North,4703,0.6378907080586859,Pre
Lyneham,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,10.0,Inner North,5299,1.8871485185884127,Pre
Lyneham,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,17.0,Inner North,5677,2.994539369385239,During
Lyneham,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,3.0,Inner North,4703,0.6378907080586859,Pre
Lyneham,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,11.0,Inner North,5299,2.075863370447254,Pre
Lyneham,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,15.0,Inner North,5677,2.642240620045799,During
Lyneham,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,4.0,Inner North,4703,0.8505209440782479,Pre
Lyneham,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,12.0,Inner North,5299,2.2645782223060955,Pre
Lyneham,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,22.0,Inner North,5677,3.8752862427338384,During
Lyneham,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,3.0,Inner North,4703,0.6378907080586859,Pre
Lyneham,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,8.0,Inner North,5299,1.5097188148707301,Pre
Lyneham,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,15.0,Inner North,5677,2.642240620045799,During
Lyneham,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,11.0,Inner North,4703,2.3389325962151815,Pre
Lyneham,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,10.0,Inner North,5299,1.8871485185884127,Pre
Lyneham,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,18.0,Inner North,5677,3.1706887440549587,During
Lyneham,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,10.0,Inner North,4703,2.1263023601956195,Pre
Lyneham,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,15.0,Inner North,5299,2.830722777882619,Pre
Lyneham,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,30.0,Inner North,5677,5.284481240091598,During
Lyneham,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,18.0,Inner North,4703,3.8273442483521154,Pre
Lyneham,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,25.0,Inner North,5299,4.717871296471032,Pre
Lyneham,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,43.0,Inner North,5677,7.574423110797957,During
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,4.0,Inner North,4703,0.8505209440782479,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Inner North,5299,0.0,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Inner North,5677,0.0,During
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,0.0,Inner North,4703,0.0,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,5.0,Inner North,5299,0.9435742592942064,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,4.0,Inner North,5677,0.7045974986788798,During
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Inner North,4703,0.0,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Inner North,5299,0.0,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Inner North,5677,0.0,During
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Inner North,4703,0.0,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Inner North,5299,0.0,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Inner North,5677,0.0,During
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,22.0,Inner North,4703,4.677865192430363,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,33.0,Inner North,5299,6.227590111341762,Pre
Lyneham,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,55.0,Inner North,5677,9.688215606834596,During
Lyneham,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,28.0,Inner North,4703,5.953646608547735,Pre
Lyneham,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,42.0,Inner North,5299,7.926023778071333,Pre
Lyneham,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,63.0,Inner North,5677,11.097410604192357,During
Lyneham,Labour force status - Census : Employed (no.),2011,15.0,Inner North,4703,3.1894535402934294,Pre
Lyneham,Labour force status - Census : Employed (no.),2016,24.0,Inner North,5299,4.529156444612191,Pre
Lyneham,Labour force status - Census : Employed (no.),2021,46.0,Inner North,5677,8.102871234807116,During
Lyneham,Labour force status - Census : In the labour force (no.),2011,15.0,Inner North,4703,3.1894535402934294,Pre
Lyneham,Labour force status - Census : In the labour force (no.),2016,24.0,Inner North,5299,4.529156444612191,Pre
Lyneham,Labour force status - Census : In the labour force (no.),2021,43.0,Inner North,5677,7.574423110797957,During
Lyneham,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,28.0,Inner North,4703,5.953646608547735,Pre
Lyneham,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,28.0,Inner North,5299,5.284015852047556,Pre
Lyneham,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,63.0,Inner North,5677,11.097410604192357,During
Lyneham,Labour force status - Census : Unemployed (no.),2011,0.0,Inner North,4703,0.0,Pre
Lyneham,Labour force status - Census : Unemployed (no.),2016,0.0,Inner North,5299,0.0,Pre
Lyneham,Labour force status - Census : Unemployed (no.),2021,0.0,Inner North,5677,0.0,During
Lyneham,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,7.0,Inner North,4703,1.4884116521369337,Pre
Lyneham,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,15.0,Inner North,5299,2.830722777882619,Pre
Lyneham,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,19.0,Inner North,5677,3.346838118724679,During
Lyneham,Tenure type - Census : Renter (no.),2011,26.0,Inner North,4703,5.528386136508611,Pre
Lyneham,Tenure type - Census : Renter (no.),2016,31.0,Inner North,5299,5.850160407624079,Pre
Lyneham,Tenure type - Census : Renter (no.),2021,42.0,Inner North,5677,7.398273736128237,During
Lyneham,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,7.0,Inner North,4703,1.4884116521369337,Pre
Lyneham,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,4.0,Inner North,5299,0.7548594074353651,Pre
Lyneham,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,9.0,Inner North,5677,1.5853443720274794,During
Lyneham,Unpaid child care - Census : Cared for other child/children (no.),2011,3.0,Inner North,4703,0.6378907080586859,Pre
Lyneham,Unpaid child care - Census : Cared for other child/children (no.),2016,3.0,Inner North,5299,0.5661445555765239,Pre
Lyneham,Unpaid child care - Census : Cared for other child/children (no.),2021,6.0,Inner North,5677,1.0568962480183197,During
Lyneham,Unpaid child care - Census : Cared for own child/children (no.),2011,3.0,Inner North,4703,0.6378907080586859,Pre
Lyneham,Unpaid child care - Census : Cared for own child/children (no.),2016,7.0,Inner North,5299,1.321003963011889,Pre
Lyneham,Unpaid child care - Census : Cared for own child/children (no.),2021,0.0,Inner North,5677,0.0,During
Lyneham,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,20.0,Inner North,4703,4.252604720391239,Pre
Lyneham,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,22.0,Inner North,5299,4.151726740894508,Pre
Lyneham,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,58.0,Inner North,5677,10.216663730843756,During
Lyneham,Unpaid child care - Census : Total provided unpaid child care (no.),2011,5.0,Inner North,4703,1.0631511800978097,Pre
Lyneham,Unpaid child care - Census : Total provided unpaid child care (no.),2016,9.0,Inner North,5299,1.6984336667295714,Pre
Lyneham,Unpaid child care - Census : Total provided unpaid child care (no.),2021,3.0,Inner North,5677,0.5284481240091599,During
Lyneham,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,4.0,Inner North,4703,0.8505209440782479,Pre
Lyneham,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,10.0,Inner North,5299,1.8871485185884127,Pre
Lyneham,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,6.0,Inner North,5677,1.0568962480183197,During
Majura,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,0.0,Inner North,295,0.0,During
Majura,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,0.0,Inner North,177,0.0,Pre
Majura,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,0.0,Inner North,179,0.0,Pre
Majura,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,4.0,Inner North,295,13.559322033898306,During
Majura,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,3.0,Inner North,295,10.16949152542373,During
Majura,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,3.0,Inner North,295,10.16949152542373,During
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Inner North,295,0.0,During
Majura,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,9.0,Inner North,295,30.508474576271187,During
Majura,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,9.0,Inner North,295,30.508474576271187,During
Majura,Labour force status - Census : Employed (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Labour force status - Census : Employed (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Labour force status - Census : Employed (no.),2021,6.0,Inner North,295,20.33898305084746,During
Majura,Labour force status - Census : In the labour force (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Labour force status - Census : In the labour force (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Labour force status - Census : In the labour force (no.),2021,6.0,Inner North,295,20.33898305084746,During
Majura,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,6.0,Inner North,295,20.33898305084746,During
Majura,Labour force status - Census : Unemployed (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Labour force status - Census : Unemployed (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Labour force status - Census : Unemployed (no.),2021,0.0,Inner North,295,0.0,During
Majura,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,7.0,Inner North,295,23.728813559322035,During
Majura,Tenure type - Census : Renter (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Tenure type - Census : Renter (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Tenure type - Census : Renter (no.),2021,0.0,Inner North,295,0.0,During
Majura,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,0.0,Inner North,295,0.0,During
Majura,Unpaid child care - Census : Cared for other child/children (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Unpaid child care - Census : Cared for other child/children (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Unpaid child care - Census : Cared for other child/children (no.),2021,0.0,Inner North,295,0.0,During
Majura,Unpaid child care - Census : Cared for own child/children (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Unpaid child care - Census : Cared for own child/children (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Unpaid child care - Census : Cared for own child/children (no.),2021,0.0,Inner North,295,0.0,During
Majura,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,6.0,Inner North,295,20.33898305084746,During
Majura,Unpaid child care - Census : Total provided unpaid child care (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Unpaid child care - Census : Total provided unpaid child care (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Unpaid child care - Census : Total provided unpaid child care (no.),2021,0.0,Inner North,295,0.0,During
Majura,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,0.0,Inner North,177,0.0,Pre
Majura,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,0.0,Inner North,179,0.0,Pre
Majura,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,0.0,Inner North,295,0.0,During
O'Connor,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,5.0,Inner North,5473,0.913575735428467,Pre
O'Connor,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,3.0,Inner North,5675,0.5286343612334802,Pre
O'Connor,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,7.0,Inner North,5903,1.1858377096391666,During
O'Connor,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,7.0,Inner North,5473,1.2790060295998538,Pre
O'Connor,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,3.0,Inner North,5675,0.5286343612334802,Pre
O'Connor,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,7.0,Inner North,5903,1.1858377096391666,During
O'Connor,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,4.0,Inner North,5473,0.7308605883427737,Pre
O'Connor,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,4.0,Inner North,5675,0.7048458149779736,Pre
O'Connor,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,6.0,Inner North,5903,1.016432322547857,During
O'Connor,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,11.0,Inner North,5473,2.0098666179426274,Pre
O'Connor,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,12.0,Inner North,5675,2.1145374449339207,Pre
O'Connor,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,11.0,Inner North,5903,1.8634592580044047,During
O'Connor,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,9.0,Inner North,5473,1.6444363237712407,Pre
O'Connor,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,11.0,Inner North,5675,1.9383259911894273,Pre
O'Connor,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,14.0,Inner North,5903,2.371675419278333,During
O'Connor,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,14.0,Inner North,5473,2.5580120591997075,Pre
O'Connor,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,12.0,Inner North,5675,2.1145374449339207,Pre
O'Connor,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,22.0,Inner North,5903,3.7269185160088094,During
O'Connor,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,16.0,Inner North,5473,2.9234423533710947,Pre
O'Connor,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,18.0,Inner North,5675,3.1718061674008813,Pre
O'Connor,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,22.0,Inner North,5903,3.7269185160088094,During
O'Connor,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,20.0,Inner North,5473,3.654302941713868,Pre
O'Connor,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,22.0,Inner North,5675,3.8766519823788546,Pre
O'Connor,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,35.0,Inner North,5903,5.929188548195833,During
O'Connor,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Inner North,5473,0.0,Pre
