Suburb,Total Description,Year,Number,Region,Population,Rate,COVID
Harrison,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,8.0,Gungahlin,4565,1.7524644030668126,Pre
Harrison,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,16.0,Gungahlin,7828,2.0439448134900355,Pre
Harrison,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,22.0,Gungahlin,8273,2.6592529916596157,During
Harrison,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,5.0,Gungahlin,4565,1.0952902519167578,Pre
Harrison,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,7.0,Gungahlin,7828,0.8942258559018906,Pre
Harrison,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,16.0,Gungahlin,8273,1.9340021757524477,During
Harrison,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,9.0,Gungahlin,4565,1.971522453450164,Pre
Harrison,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,7.0,Gungahlin,7828,0.8942258559018906,Pre
Harrison,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,18.0,Gungahlin,8273,2.1757524477215036,During
Harrison,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,12.0,Gungahlin,4565,2.628696604600219,Pre
Harrison,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,25.0,Gungahlin,7828,3.193663771078181,Pre
Harrison,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,37.0,Gungahlin,8273,4.4723800314275355,During
Harrison,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,17.0,Gungahlin,4565,3.7239868565169765,Pre
Harrison,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,28.0,Gungahlin,7828,3.5769034236075625,Pre
Harrison,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,42.0,Gungahlin,8273,5.076755711350176,During
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Gungahlin,4565,0.0,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Gungahlin,7828,0.0,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Gungahlin,8273,0.0,During
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,0.0,Gungahlin,4565,0.0,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,7.0,Gungahlin,7828,0.8942258559018906,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,0.0,Gungahlin,8273,0.0,During
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Gungahlin,4565,0.0,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Gungahlin,7828,0.0,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Gungahlin,8273,0.0,During
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Gungahlin,4565,0.0,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Gungahlin,7828,0.0,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Gungahlin,8273,0.0,During
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,46.0,Gungahlin,4565,10.076670317634171,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,51.0,Gungahlin,7828,6.515074092999488,Pre
Harrison,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,74.0,Gungahlin,8273,8.944760062855071,During
Harrison,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,50.0,Gungahlin,4565,10.952902519167578,Pre
Harrison,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,57.0,Gungahlin,7828,7.281553398058252,Pre
Harrison,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,79.0,Gungahlin,8273,9.549135742777711,During
Harrison,Labour force status - Census : Employed (no.),2011,13.0,Gungahlin,4565,2.8477546549835706,Pre
Harrison,Labour force status - Census : Employed (no.),2016,34.0,Gungahlin,7828,4.343382728666326,Pre
Harrison,Labour force status - Census : Employed (no.),2021,47.0,Gungahlin,8273,5.681131391272816,During
Harrison,Labour force status - Census : In the labour force (no.),2011,19.0,Gungahlin,4565,4.16210295728368,Pre
Harrison,Labour force status - Census : In the labour force (no.),2016,34.0,Gungahlin,7828,4.343382728666326,Pre
Harrison,Labour force status - Census : In the labour force (no.),2021,56.0,Gungahlin,8273,6.769007615133567,During
Harrison,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,25.0,Gungahlin,4565,5.476451259583789,Pre
Harrison,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,39.0,Gungahlin,7828,4.982115482881962,Pre
Harrison,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,64.0,Gungahlin,8273,7.736008703009791,During
Harrison,Labour force status - Census : Unemployed (no.),2011,4.0,Gungahlin,4565,0.8762322015334063,Pre
Harrison,Labour force status - Census : Unemployed (no.),2016,0.0,Gungahlin,7828,0.0,Pre
Harrison,Labour force status - Census : Unemployed (no.),2021,5.0,Gungahlin,8273,0.60437567992264,During
Harrison,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,18.0,Gungahlin,4565,3.943044906900328,Pre
Harrison,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,19.0,Gungahlin,7828,2.4271844660194173,Pre
Harrison,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,13.0,Gungahlin,8273,1.571376767798864,During
Harrison,Tenure type - Census : Renter (no.),2011,29.0,Gungahlin,4565,6.352683461117196,Pre
Harrison,Tenure type - Census : Renter (no.),2016,45.0,Gungahlin,7828,5.748594787940726,Pre
Harrison,Tenure type - Census : Renter (no.),2021,71.0,Gungahlin,8273,8.582134654901488,During
Harrison,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,0.0,Gungahlin,4565,0.0,Pre
Harrison,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,4.0,Gungahlin,7828,0.5109862033725089,Pre
Harrison,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,3.0,Gungahlin,8273,0.36262540795358394,During
Harrison,Unpaid child care - Census : Cared for other child/children (no.),2011,3.0,Gungahlin,4565,0.6571741511500547,Pre
Harrison,Unpaid child care - Census : Cared for other child/children (no.),2016,3.0,Gungahlin,7828,0.3832396525293817,Pre
Harrison,Unpaid child care - Census : Cared for other child/children (no.),2021,3.0,Gungahlin,8273,0.36262540795358394,During
Harrison,Unpaid child care - Census : Cared for own child/children (no.),2011,8.0,Gungahlin,4565,1.7524644030668126,Pre
Harrison,Unpaid child care - Census : Cared for own child/children (no.),2016,10.0,Gungahlin,7828,1.2774655084312723,Pre
Harrison,Unpaid child care - Census : Cared for own child/children (no.),2021,9.0,Gungahlin,8273,1.0878762238607518,During
Harrison,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,7.0,Gungahlin,4565,1.533406352683461,Pre
Harrison,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,21.0,Gungahlin,7828,2.682677567705672,Pre
Harrison,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,48.0,Gungahlin,8273,5.802006527257343,During
Harrison,Unpaid child care - Census : Total provided unpaid child care (no.),2011,13.0,Gungahlin,4565,2.8477546549835706,Pre
Harrison,Unpaid child care - Census : Total provided unpaid child care (no.),2016,16.0,Gungahlin,7828,2.0439448134900355,Pre
Harrison,Unpaid child care - Census : Total provided unpaid child care (no.),2021,9.0,Gungahlin,8273,1.0878762238607518,During
Harrison,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,7.0,Gungahlin,4565,1.533406352683461,Pre
Harrison,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,10.0,Gungahlin,7828,1.2774655084312723,Pre
Harrison,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,9.0,Gungahlin,8273,1.0878762238607518,During
Kenny,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,0.0,Gungahlin,19,0.0,Pre
Kenny,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,0.0,Gungahlin,9,0.0,Pre
Kenny,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Labour force status - Census : Employed (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Labour force status - Census : Employed (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Labour force status - Census : Employed (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Labour force status - Census : In the labour force (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Labour force status - Census : In the labour force (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Labour force status - Census : In the labour force (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Labour force status - Census : Unemployed (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Labour force status - Census : Unemployed (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Labour force status - Census : Unemployed (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Tenure type - Census : Renter (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Tenure type - Census : Renter (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Tenure type - Census : Renter (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Unpaid child care - Census : Cared for other child/children (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Unpaid child care - Census : Cared for other child/children (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Unpaid child care - Census : Cared for other child/children (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Unpaid child care - Census : Cared for own child/children (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Unpaid child care - Census : Cared for own child/children (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Unpaid child care - Census : Cared for own child/children (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Unpaid child care - Census : Total provided unpaid child care (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Unpaid child care - Census : Total provided unpaid child care (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Unpaid child care - Census : Total provided unpaid child care (no.),2021,0.0,Gungahlin,18,0.0,During
Kenny,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,0.0,Gungahlin,19,0.0,Pre
Kenny,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,0.0,Gungahlin,9,0.0,Pre
Kenny,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,0.0,Gungahlin,18,0.0,During
Mitchell,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Labour force status - Census : Employed (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Labour force status - Census : Employed (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Labour force status - Census : Employed (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Labour force status - Census : In the labour force (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Labour force status - Census : In the labour force (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Labour force status - Census : In the labour force (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Labour force status - Census : Unemployed (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Labour force status - Census : Unemployed (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Labour force status - Census : Unemployed (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Tenure type - Census : Renter (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Tenure type - Census : Renter (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Tenure type - Census : Renter (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Unpaid child care - Census : Cared for other child/children (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Unpaid child care - Census : Cared for other child/children (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Unpaid child care - Census : Cared for other child/children (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Unpaid child care - Census : Cared for own child/children (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Unpaid child care - Census : Cared for own child/children (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Unpaid child care - Census : Cared for own child/children (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,0.0,Gungahlin,8,0.0,During
