Region,Total Description,Year,Number,Population,Rate,Covid
Inner North,Unpaid child care - Census : Cared for own child/children (no.),2016,71.0,54528,1.3020833333333333,Pre
Inner North,Unpaid child care - Census : Cared for own child/children (no.),2021,74.0,61455,1.2041331055243674,During
Inner North,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,289.0,50087,5.76996026913171,Pre
Inner North,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,349.0,54528,6.400381455399061,Pre
Inner North,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,543.0,61455,8.835733463509886,During
Inner North,Unpaid child care - Census : Total provided unpaid child care (no.),2011,97.0,50087,1.9366302633417851,Pre
Inner North,Unpaid child care - Census : Total provided unpaid child care (no.),2016,101.0,54528,1.8522593896713615,Pre
Inner North,Unpaid child care - Census : Total provided unpaid child care (no.),2021,126.0,61455,2.0502806931901394,During
Inner North,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,89.0,50087,1.776908179767205,Pre
Inner North,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,128.0,54528,2.347417840375587,Pre
Inner North,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,139.0,61455,2.261817590106582,During
Inner South,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,19.0,25216,0.753489847715736,Pre
Inner South,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,20.0,27757,0.720538963144432,Pre
Inner South,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,28.0,31498,0.8889453298622134,During
Inner South,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,41.0,25216,1.6259517766497462,Pre
Inner South,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,23.0,27757,0.8286198076160968,Pre
Inner South,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,38.0,31498,1.2064258048130039,During
Inner South,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,20.0,25216,0.7931472081218274,Pre
Inner South,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,39.0,27757,1.4050509781316425,Pre
Inner South,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,60.0,31498,1.9048828497047432,During
Inner South,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,62.0,25216,2.458756345177665,Pre
Inner South,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,49.0,27757,1.7653204597038583,Pre
Inner South,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,80.0,31498,2.539843799606324,During
Inner South,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,49.0,25216,1.943210659898477,Pre
Inner South,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,35.0,27757,1.260943185502756,Pre
Inner South,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,67.0,31498,2.1271191821702966,During
Inner South,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,82.0,25216,3.2519035532994924,Pre
Inner South,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,55.0,27757,1.981482148647188,Pre
Inner South,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,82.0,31498,2.6033398945964823,During
Inner South,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,94.0,25216,3.7277918781725887,Pre
Inner South,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,104.0,27757,3.746802608351046,Pre
Inner South,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,146.0,31498,4.635214934281541,During
Inner South,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,161.0,25216,6.384835025380711,Pre
Inner South,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,157.0,27757,5.656230860683791,Pre
Inner South,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,211.0,31498,6.69883802146168,During
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,11.0,25216,0.43623096446700504,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,27757,0.0,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,31498,0.0,During
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,19.0,25216,0.753489847715736,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,23.0,27757,0.8286198076160968,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,19.0,31498,0.6032129024065019,During
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,3.0,25216,0.1189720812182741,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,5.0,27757,0.180134740786108,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,31498,0.0,During
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,15.0,25216,0.5948604060913706,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,27757,0.0,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,8.0,31498,0.2539843799606324,During
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,242.0,25216,9.597081218274111,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,230.0,27757,8.286198076160968,Pre
Inner South,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,337.0,31498,10.69909200584164,During
Inner South,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,300.0,25216,11.897208121827411,Pre
Inner South,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,256.0,27757,9.22289872824873,Pre
Inner South,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,369.0,31498,11.71502952568417,During
Inner South,Labour force status - Census : Employed (no.),2011,121.0,25216,4.7985406091370555,Pre
Inner South,Labour force status - Census : Employed (no.),2016,116.0,27757,4.179125986237706,Pre
Inner South,Labour force status - Census : Employed (no.),2021,195.0,31498,6.190869261540415,During
Inner South,Labour force status - Census : In the labour force (no.),2011,148.0,25216,5.869289340101522,Pre
Inner South,Labour force status - Census : In the labour force (no.),2016,133.0,27757,4.791584104910473,Pre
Inner South,Labour force status - Census : In the labour force (no.),2021,218.0,31498,6.921074353927233,During
Inner South,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,247.0,25216,9.795368020304569,Pre
Inner South,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,212.0,27757,7.637713009330979,Pre
Inner South,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,301.0,31498,9.556162296018794,During
Inner South,Labour force status - Census : Unemployed (no.),2011,20.0,25216,0.7931472081218274,Pre
Inner South,Labour force status - Census : Unemployed (no.),2016,4.0,27757,0.1441077926288864,Pre
Inner South,Labour force status - Census : Unemployed (no.),2021,24.0,31498,0.7619531398818973,During
Inner South,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,58.0,25216,2.3001269035532994,Pre
Inner South,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,54.0,27757,1.9454552004899663,Pre
Inner South,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,99.0,31498,3.143056702012826,During
Inner South,Tenure type - Census : Renter (no.),2011,227.0,25216,9.00222081218274,Pre
Inner South,Tenure type - Census : Renter (no.),2016,207.0,27757,7.4575782685448715,Pre
Inner South,Tenure type - Census : Renter (no.),2021,277.0,31498,8.794209156136898,During
Inner South,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,31.0,25216,1.2293781725888324,Pre
Inner South,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,32.0,27757,1.1528623410310912,Pre
Inner South,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,47.0,31498,1.4921582322687155,During
Inner South,Unpaid child care - Census : Cared for other child/children (no.),2011,10.0,25216,0.3965736040609137,Pre
Inner South,Unpaid child care - Census : Cared for other child/children (no.),2016,12.0,27757,0.4323233778866592,Pre
Inner South,Unpaid child care - Census : Cared for other child/children (no.),2021,11.0,31498,0.34922852244586955,During
Inner South,Unpaid child care - Census : Cared for own child/children (no.),2011,53.0,25216,2.1018401015228427,Pre
Inner South,Unpaid child care - Census : Cared for own child/children (no.),2016,23.0,27757,0.8286198076160968,Pre
Inner South,Unpaid child care - Census : Cared for own child/children (no.),2021,46.0,31498,1.4604101847736364,During
Inner South,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,183.0,25216,7.257296954314721,Pre
Inner South,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,173.0,27757,6.232662031199337,Pre
Inner South,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,241.0,31498,7.651279446314051,During
Inner South,Unpaid child care - Census : Total provided unpaid child care (no.),2011,72.0,25216,2.8553299492385786,Pre
Inner South,Unpaid child care - Census : Total provided unpaid child care (no.),2016,42.0,27757,1.5131318226033073,Pre
Inner South,Unpaid child care - Census : Total provided unpaid child care (no.),2021,66.0,31498,2.0953711346752173,During
Inner South,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,32.0,25216,1.2690355329949239,Pre
Inner South,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,52.0,27757,1.873401304175523,Pre
Inner South,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,35.0,31498,1.1111816623277668,During
Molonglo District,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,10.0,8643,1.1570056693277797,During
Molonglo District,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,17.0,8643,1.9669096378572253,During
Molonglo District,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,15.0,4579,3.2758244158113126,Pre
Molonglo District,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,24.0,8643,2.7768136063866713,During
Molonglo District,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,11.0,4579,2.4022712382616294,Pre
Molonglo District,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,27.0,8643,3.1239153071850048,During
Molonglo District,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,0.0,0,0.0,Pre
Molonglo District,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,4.0,4579,0.8735531775496834,Pre
Molonglo District,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,18.0,8643,2.0826102047900035,During
Molonglo District,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,3.0,4579,0.6551648831622625,Pre
Molonglo District,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,18.0,8643,2.0826102047900035,During
Molonglo District,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,22.0,4579,4.804542476523259,Pre
Molonglo District,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,36.0,8643,4.165220409580007,During
Molonglo District,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,21.0,4579,4.586154182135838,Pre
Molonglo District,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,49.0,8643,5.66932777970612,During
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,8643,0.0,During
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,3.0,8643,0.3471017007983339,During
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,8643,0.0,During
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,8643,0.0,During
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,43.0,4579,9.390696658659097,Pre
Molonglo District,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,91.0,8643,10.528751590882795,During
Molonglo District,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,0.0,0,0.0,Pre
Molonglo District,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,44.0,4579,9.609084953046517,Pre
Molonglo District,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,94.0,8643,10.875853291681128,During
Molonglo District,Labour force status - Census : Employed (no.),2011,0.0,0,0.0,Pre
Molonglo District,Labour force status - Census : Employed (no.),2016,19.0,4579,4.149377593360996,Pre
Molonglo District,Labour force status - Census : Employed (no.),2021,52.0,8643,6.016429480504454,During
Molonglo District,Labour force status - Census : In the labour force (no.),2011,0.0,0,0.0,Pre
Molonglo District,Labour force status - Census : In the labour force (no.),2016,22.0,4579,4.804542476523259,Pre
Molonglo District,Labour force status - Census : In the labour force (no.),2021,58.0,8643,6.710632882101121,During
Molonglo District,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,0.0,0,0.0,Pre
Molonglo District,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,25.0,4579,5.459707359685521,Pre
Molonglo District,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,69.0,8643,7.9833391183616795,During
Molonglo District,Labour force status - Census : Unemployed (no.),2011,0.0,0,0.0,Pre
Molonglo District,Labour force status - Census : Unemployed (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Labour force status - Census : Unemployed (no.),2021,3.0,8643,0.3471017007983339,During
Molonglo District,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,0.0,0,0.0,Pre
Molonglo District,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,22.0,4579,4.804542476523259,Pre
Molonglo District,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,32.0,8643,3.7024181418488946,During
Molonglo District,Tenure type - Census : Renter (no.),2011,0.0,0,0.0,Pre
Molonglo District,Tenure type - Census : Renter (no.),2016,16.0,4579,3.4942127101987337,Pre
Molonglo District,Tenure type - Census : Renter (no.),2021,64.0,8643,7.404836283697789,During
Molonglo District,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,0.0,0,0.0,Pre
Molonglo District,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,0.0,4579,0.0,Pre
Molonglo District,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,15.0,8643,1.7355085039916693,During
Molonglo District,Unpaid child care - Census : Cared for other child/children (no.),2011,0.0,0,0.0,Pre
Molonglo District,Unpaid child care - Census : Cared for other child/children (no.),2016,3.0,4579,0.6551648831622625,Pre
Molonglo District,Unpaid child care - Census : Cared for other child/children (no.),2021,0.0,8643,0.0,During
Molonglo District,Unpaid child care - Census : Cared for own child/children (no.),2011,0.0,0,0.0,Pre
Molonglo District,Unpaid child care - Census : Cared for own child/children (no.),2016,11.0,4579,2.4022712382616294,Pre
Molonglo District,Unpaid child care - Census : Cared for own child/children (no.),2021,11.0,8643,1.2727062362605577,During
Molonglo District,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,0.0,0,0.0,Pre
Molonglo District,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,23.0,4579,5.02293077091068,Pre
Molonglo District,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,55.0,8643,6.363531181302788,During
Molonglo District,Unpaid child care - Census : Total provided unpaid child care (no.),2011,0.0,0,0.0,Pre
Molonglo District,Unpaid child care - Census : Total provided unpaid child care (no.),2016,11.0,4579,2.4022712382616294,Pre
Molonglo District,Unpaid child care - Census : Total provided unpaid child care (no.),2021,15.0,8643,1.7355085039916693,During
Molonglo District,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,0.0,0,0.0,Pre
Molonglo District,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,3.0,4579,0.6551648831622625,Pre
Molonglo District,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,8.0,8643,0.9256045354622237,During
Tuggeranong,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,84.0,89285,0.9408075264602117,Pre
Tuggeranong,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,139.0,85890,1.6183490511118872,Pre
Tuggeranong,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,162.0,89004,1.8201429149251718,During
Tuggeranong,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,137.0,89285,1.5344122752982023,Pre
Tuggeranong,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,213.0,85890,2.4799161718477123,Pre
Tuggeranong,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,233.0,89004,2.6178598714664507,During
Tuggeranong,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,80.0,89285,0.8960071680573445,Pre
Tuggeranong,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,145.0,85890,1.6882058446850623,Pre
Tuggeranong,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,210.0,89004,2.359444519347445,During
Tuggeranong,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,209.0,89285,2.3408187265498124,Pre
Tuggeranong,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,248.0,85890,2.8874141343578996,Pre
Tuggeranong,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,367.0,89004,4.123410183811964,During
Tuggeranong,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,254.0,89285,2.844822758582069,Pre
Tuggeranong,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,330.0,85890,3.8421236465246245,Pre
Tuggeranong,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,351.0,89004,3.943642982337872,During
Tuggeranong,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,365.0,89285,4.088032704261634,Pre
Tuggeranong,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,434.0,85890,5.052974735126324,Pre
Tuggeranong,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,498.0,89004,5.595254145881084,During
Tuggeranong,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,534.0,89285,5.980847846782774,Pre
Tuggeranong,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,633.0,85890,7.369891721969961,Pre
Tuggeranong,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,852.0,89004,9.572603478495347,During
Tuggeranong,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,735.0,89285,8.232065856526853,Pre
Tuggeranong,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,878.0,85890,10.222377459541274,Pre
Tuggeranong,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,1133.0,89004,12.729764954384072,During
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,24.0,89285,0.26880215041720334,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,85890,0.0,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,89004,0.0,During
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,159.0,89285,1.7808142465139722,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,122.0,85890,1.4204214693212247,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,248.0,89004,2.786391622848411,During
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,12.0,89285,0.13440107520860167,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,8.0,85890,0.09314239143089999,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,21.0,89004,0.2359444519347445,During
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,11.0,89285,0.12320098560788487,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,15.0,85890,0.17464198393293748,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,44.0,89004,0.49435980405375035,During
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,1377.0,89285,15.422523380187043,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,1680.0,85890,19.559902200489,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,2199.0,89004,24.706754752595387,During
Tuggeranong,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,1583.0,89285,17.729741837934704,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,1820.0,85890,21.189894050529748,Pre
Tuggeranong,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,2466.0,89004,27.706619927194282,During
Tuggeranong,Labour force status - Census : Employed (no.),2011,744.0,89285,8.332866662933304,Pre
Tuggeranong,Labour force status - Census : Employed (no.),2016,862.0,85890,10.036092676679473,Pre
Tuggeranong,Labour force status - Census : Employed (no.),2021,1128.0,89004,12.673587703923419,During
Tuggeranong,Labour force status - Census : In the labour force (no.),2011,814.0,89285,9.11687293498348,Pre
Tuggeranong,Labour force status - Census : In the labour force (no.),2016,959.0,85890,11.165444172779136,Pre
Tuggeranong,Labour force status - Census : In the labour force (no.),2021,1212.0,89004,13.617365511662397,During
Tuggeranong,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,1084.0,89285,12.140897127177018,Pre
Tuggeranong,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,1326.0,85890,15.438351379671673,Pre
Tuggeranong,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,1648.0,89004,18.516021751831378,During
Tuggeranong,Labour force status - Census : Unemployed (no.),2011,65.0,89285,0.7280058240465924,Pre
Tuggeranong,Labour force status - Census : Unemployed (no.),2016,96.0,85890,1.1177086971708,Pre
Tuggeranong,Labour force status - Census : Unemployed (no.),2021,87.0,89004,0.97748415801537,During
Tuggeranong,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,809.0,89285,9.060872486979896,Pre
Tuggeranong,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,974.0,85890,11.340086156712074,Pre
Tuggeranong,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,1334.0,89004,14.98809042290234,During
Tuggeranong,Tenure type - Census : Renter (no.),2011,845.0,89285,9.464075712605702,Pre
Tuggeranong,Tenure type - Census : Renter (no.),2016,948.0,85890,11.037373384561649,Pre
